Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,CylindersinEngine,DriveType,FuelType,FuelConsumption,Kilometres,Location,States,BodyType,Price
Hyundai,2013,IX35,SUV,2013 Hyundai IX35 SE (fwd),USED,Automatic,2,4,Front,Unleaded,8.5,224493,"Labrador, QLD",QLD,SUV,10999
Holden,2011,Commodore,Ute / Tray,2011 Holden Commodore SV6,USED,Manual,3.6,6,Rear,Unleaded,10.2,128000,"Echuca, VIC",VIC,UTE,21990
Toyota,2020,RAV4,SUV,2020 Toyota RAV4 Cruiser 2WD Hybrid,USED,Automatic,2.5,4,Front,Hybrid,4.7,31981,"Rutherford, NSW",NSW,SUV,54888
Mazda,2009,2,Hatchback,2009 Mazda 2 NEO,USED,Manual,1.5,4,Front,Unleaded,6.4,216090,"Fyshwick, ACT",ACT,Hatchback,5990
Toyota,2017,C-HR,SUV,2017 Toyota C-HR Koba (awd),USED,Automatic,1.2,4,AWD,Premium,6.5,54978,"Ashmore, QLD",QLD,SUV,33990
Ford,2017,Focus,Hatchback,2017 Ford Focus RS Limited Edition,USED,Manual,2.3,4,AWD,Premium,8.1,35218,"Southport, QLD",QLD,Hatchback,53987
Nissan,2017,Navara,Ute / Tray,2017 Nissan Navara ST (4X4),USED,Automatic,2.3,4,4WD,Diesel,7,120592,"Seymour, VIC",VIC,UTE,36990
Skoda,2022,Kodiaq,SUV,2022 Skoda Kodiaq Style (4X4),USED,Automatic,2,4,4WD,Premium,8.2,14811,"Phillip, ACT",ACT,SUV,44800
Nissan,2017,Navara,Ute / Tray,2017 Nissan Navara ST (4X4),USED,Automatic,2.3,4,4WD,Diesel,7,171947,"Cardiff, NSW",NSW,UTE,27913
Toyota,2023,Landcruiser,SUV,2023 Toyota Landcruiser LC300 Sahara (4X4),USED,Automatic,3.3,6,4WD,Diesel,8.9,11,"Burleigh Heads, QLD",QLD,SUV,155000
Abarth,2022,695,"02 **** ****
",2022 Abarth 695 Competizione,DEMO,-,,,Other,-,,17,"Fyshwick, ACT",ACT,Hatchback,44824
Holden,2017,UTE,Ute / Tray,2017 Holden UTE,USED,Automatic,3.6,6,Rear,Unleaded,9.9,51000,"Seymour, VIC",VIC,UTE,32990
Volkswagen,2016,Tiguan,SUV,2016 Volkswagen Tiguan 132 TSI (4X4),USED,Automatic,2,4,AWD,Premium,8.8,80771,"Cardiff, NSW",NSW,SUV,19913
Honda,2020,CR-V,SUV,2020 Honda CR-V VTI-LX (awd),USED,Automatic,1.5,4,AWD,Unleaded,7.4,15100,"Arundel, QLD",QLD,SUV,38990
Isuzu,2015,MU-X,SUV,2015 Isuzu MU-X LS-U (4X4),USED,Automatic,3,4,4WD,Diesel,8.4,120365,"Echuca, VIC",VIC,SUV,35950
Nissan,2014,Navara,Ute / Tray,2014 Nissan Navara ST-R (4X4),USED,Manual,2.5,4,4WD,Diesel,9.2,156805,"Bayswater, VIC",VIC,UTE,19890
Chrysler,2008,300C,Sedan,2008 Chrysler 300C CRD,USED,Automatic,3,6,Rear,Diesel,8.2,154888,"Fyshwick, ACT",ACT,Sedan,15199
Isuzu,2018,D-MAX,Ute / Tray,2018 Isuzu D-MAX LS-U HI-Ride (4X4),USED,Manual,3,4,4WD,Diesel,8.1,160136,"Rutherford, NSW",NSW,UTE,40888
Kia,2017,Carnival,Berwick Toyota,2017 Kia Carnival Platinum,USED,Automatic,,,Front,Diesel,,60148,"Narre Warren, VIC",VIC,Wagon,48990
LDV,2023,V80,"Barry Bourke GMSV, Suzuki, Renault & LDV New",2023 LDV V80 LWB MID Roof,NEW,Automatic,2.5,4,Front,Diesel,9.4,11,"Berwick, VIC",VIC,Van,41990
Toyota,2021,Kluger,SUV,2021 Toyota Kluger GX Hybrid AWD,USED,Automatic,2.5,4,AWD,Hybrid,5.6,31364,"Gungahlin, ACT",ACT,SUV,62980
Ford,2022,Ranger,Ute / Tray,2022 Ford Ranger XLT 2.0 (4X4),USED,Automatic,2,4,4WD,Diesel,7.6,15010,"Singleton, NSW",NSW,UTE,66990
Haval,2015,H8,SUV,2015 Haval H8 Premium (4X4),USED,Automatic,2,4,AWD,Premium,12.7,34500,"Ferntree Gully, VIC",VIC,SUV,22733
Suzuki,2011,Swift,Hatchback,2011 Suzuki Swift GLX,USED,Automatic,1.4,4,Front,Unleaded,6.2,168865,"Dandenong, VIC",VIC,Hatchback,13000
Toyota,2014,86,Coupe,2014 Toyota 86 GTS,USED,Automatic,2,4,Rear,Premium,7.1,146422,"Fyshwick, ACT",ACT,Coupe,24830
Toyota,2022,Corolla,Hatchback,2022 Toyota Corolla SX Hybrid,USED,Automatic,1.8,4,Front,Hybrid,4,1967,"East Maitland, NSW",NSW,Hatchback,46990
Mitsubishi,2021,Outlander,SUV,2021 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,2.4,4,AWD,Unleaded,7.2,46168,"Preston, VIC",VIC,SUV,34990
Toyota,2013,Estima,UniBee Australia,2013 Toyota Estima Aeras,USED,Automatic,,,Other,-,,137290,"Dandenong, VIC",VIC,Wagon,22990
Toyota,2013,Prius,UniBee Australia,2013 Toyota Prius Plug-in Hybrid,USED,Automatic,,,Other,Unleaded,,77390,"Dandenong, VIC",VIC,Hatchback,22990
Land Rover,2017,Discovery,SUV,2017 Land Rover Discovery Sport TD4 150 SE 5 Seat,USED,Automatic,2,4,AWD,Diesel,5.3,167968,"Cessnock, NSW",NSW,SUV,28990
Holden,2010,Commodore,Ute / Tray,2010 Holden Commodore SS-V,USED,Automatic,6,8,Rear,Unleaded,14,291558,"Fyshwick, ACT",ACT,UTE,19830
Renault,2020,Koleos,SUV,2020 Renault Koleos ZEN X-Tronic (4X2),USED,Automatic,2.5,4,Front,Unleaded,8.1,54660,"Tweed Heads South, NSW",NSW,SUV,25990
Volkswagen,2013,Golf,Hatchback,2013 Volkswagen Golf 90 TSI Comfortline,USED,Automatic,1.4,4,Front,Premium,5.4,169766,"Dandenong, VIC",VIC,Hatchback,13499
Isuzu,2014,D-MAX,Ute / Tray,2014 Isuzu D-MAX SX HI-Ride (4X4),USED,Manual,3,4,4WD,Diesel,8.2,331451,"Boolaroo, NSW",NSW,UTE,20000
Honda,2013,Civic,Sedan,2013 Honda Civic VTI-L,USED,Automatic,1.8,4,Front,Unleaded,6.7,156119,"Phillip, ACT",ACT,Sedan,13888
Nissan,2012,Dualis,SUV,2012 Nissan Dualis TI (4X2),USED,Automatic,2,4,Front,Unleaded,8.2,162515,"Ringwood, VIC",VIC,SUV,16999
Hyundai,2009,Getz,Hatchback,2009 Hyundai Getz SX,USED,Automatic,1.6,4,Front,Unleaded,7.1,52053,"Tweed Heads South, NSW",NSW,Hatchback,13990
Toyota,2016,Hilux,Ute / Tray,2016 Toyota Hilux SR (4X4),USED,Automatic,2.8,4,4WD,Diesel,8.5,240532,"Boolaroo, NSW",NSW,UTE,27800
Kia,2007,Cerato,Hatchback,2007 Kia Cerato,USED,Automatic,2,4,Front,Unleaded,8.9,163829,"Dandenong, VIC",VIC,Hatchback,8499
Hyundai,2017,Elantra,Sedan,2017 Hyundai Elantra Active 2.0 MPI,USED,Automatic,2,4,Front,Unleaded,7.2,30324,"Phillip, ACT",ACT,Sedan,19670
Toyota,2019,Kluger,SUV,2019 Toyota Kluger GXL Black Edition (awd),USED,Automatic,3.5,6,AWD,Unleaded,9.5,11785,"HEIDELBERG, VIC",VIC,SUV,56888
Toyota,2019,Landcruiser,SUV,2019 Toyota Landcruiser GXL (4X4) 5 Seat,USED,Manual,4.5,8,4WD,Diesel,10.7,109812,"Gateshead, NSW",NSW,SUV,84777
Jeep,2022,Gladiator,NEW In stock,2022 Jeep Gladiator Rubicon,NEW,Automatic,,,Other,Unleaded,,20,"Fyshwick, ACT",ACT,SUV,96990
Honda,2018,HR-V,SUV,2018 Honda HR-V RS,USED,Automatic,1.8,4,Front,Unleaded,6.9,71425,"CAMBERWELL, VIC",VIC,SUV,30888
Nissan,2017,Qashqai,SUV,2017 Nissan Qashqai ST (4X2),USED,Automatic,2,4,Front,Unleaded,6.9,30700,"Tweed Heads South, NSW",NSW,SUV,22888
BMW,2002,M3,Coupe,2002 BMW M3,USED,Manual,3.2,6,Rear,Premium,12.9,173519,"Boolaroo, NSW",NSW,Coupe,43000
Subaru,2018,Impreza,Hatchback,2018 Subaru Impreza 2.0I-L (awd),USED,Automatic,2,4,AWD,Unleaded,6.6,94790,"Phillip, ACT",ACT,Hatchback,20989
Mitsubishi,2019,Outlander,SUV,2019 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,2.4,4,Front,Unleaded,6.8,88238,"Thornbury, VIC",VIC,SUV,28990
Audi,2014,Q7,SUV,2014 Audi Q7 3.0 TDI Quattro,USED,Automatic,3,6,AWD,Diesel,7.4,106808,"Vermont, VIC",VIC,SUV,39990
Volvo,2013,XC60,SUV,2013 Volvo XC60 T5,USED,Automatic,2,4,Front,Premium,8.7,109645,"Fyshwick, ACT",ACT,SUV,17890
Mazda,2009,CX-7,SUV,2009 Mazda CX-7 Classic (fwd),USED,Automatic,2.5,4,Front,Unleaded,9.4,202043,"Ringwood, VIC",VIC,SUV,12999
Toyota,2016,Camry,Sedan,2016 Toyota Camry Altise,USED,Automatic,2.5,4,Front,Unleaded,7.9,71139,"Dandenong, VIC",VIC,Sedan,20999
Honda,2012,Civic,Sedan,2012 Honda Civic VTI-L,USED,Automatic,1.8,4,Front,Unleaded,6.7,146603,"Upper Ferntree Gully, VIC",VIC,Sedan,13999
Suzuki,2017,Vitara,SUV,2017 Suzuki Vitara S Turbo (4WD),USED,Automatic,1.4,4,4WD,Unleaded,6.2,63268,"Belconnen, ACT",ACT,SUV,25888
BMW,2011,X5,SUV,2011 BMW X5 Xdrive 30D Edition Exclusive,USED,Automatic,3,6,4WD,Diesel,7.4,99881,"Vermont, VIC",VIC,SUV,29990
Hyundai,2020,Kona,SUV,2020 Hyundai Kona Active (fwd),USED,Automatic,2,4,Front,Unleaded,7.2,79676,"Hallam, VIC",VIC,SUV,27288
Kia,2019,Sorento,SUV,2019 Kia Sorento Sport (4X4),USED,Automatic,2.2,4,AWD,Diesel,7.2,114255,"Fyshwick, ACT",ACT,SUV,35830
Kia,2019,Carnival,Wagon,2019 Kia Carnival S,USED,Automatic,3.3,6,Front,Unleaded,11.6,89033,"Ulladulla, NSW",NSW,Wagon,38990
Mazda,2007,3,Sedan,2007 Mazda 3 NEO,USED,Automatic,2,4,Front,Unleaded,8.4,126483,"Tweed Heads South, NSW",NSW,Sedan,12990
Volkswagen,2013,Jetta,Sedan,2013 Volkswagen Jetta 147 TSI Highline,USED,Automatic,2,4,Front,Premium,7.9,98013,"Ringwood, VIC",VIC,Sedan,18000
BMW,2020,220I,Sedan,2020 BMW 220I M Sport Gran Coupe,USED,Automatic,2,4,Front,Hybrid,6.3,22638,"Fyshwick, ACT",ACT,Sedan,54990
Ford,2018,Escape,SUV,2018 Ford Escape Trend (fwd),USED,Automatic,1.5,4,Front,Premium,7.2,120180,"Crookwell, NSW",NSW,SUV,19990
Nissan,2012,X-Trail,SUV,2012 Nissan X-Trail ST-L (fwd),USED,Automatic,2,4,Front,Unleaded,8.4,174558,"Preston, VIC",VIC,SUV,13590
Toyota,2020,C-HR,SUV,2020 Toyota C-HR Koba (2WD),USED,Automatic,1.2,4,Front,Premium,6.4,29450,"Preston, VIC",VIC,SUV,41880
Mercedes-Benz,2019,A200,Sedan,2019 Mercedes-Benz A200,USED,Automatic,1.3,4,Front,Premium,5.7,7249,"Fyshwick, ACT",ACT,Sedan,48830
Chrysler,2008,Grand,Wagon,2008 Chrysler Grand Voyager LX,USED,Automatic,3.8,6,Front,Unleaded,12.3,125000,"Dandenong, VIC",VIC,Wagon,8999
Mazda,2017,3 Series,USED Dealer ad,2017 Mazda 3,USED,Automatic,,,Other,Unleaded,,60926,"Orange, NSW",NSW,Sedan,21990
Lexus,2022,ES250,Sedan,2022 Lexus ES250 Luxury,USED,Automatic,2.5,4,Front,Premium,6.6,11650,"Southport, QLD",QLD,Sedan,59980
Mitsubishi,2021,Triton,Ute / Tray,2021 Mitsubishi Triton GLX-R (4X2),USED,Automatic,2.4,4,Front,Diesel,8.4,28185,"Mulgrave, VIC",VIC,UTE,47990
Volkswagen,2018,Amarok,Ute / Tray,2018 Volkswagen Amarok V6 TDI 550 Highline,USED,Automatic,3,6,4WD,Diesel,9,65124,"Fyshwick, ACT",ACT,UTE,45830
Volkswagen,2014,Golf,Hatchback,2014 Volkswagen Golf GTI Performance,USED,Automatic,2,4,Front,Premium,6.6,67354,"Ashmore, QLD",QLD,Hatchback,25999
Isuzu,2019,MU-X,SUV,2019 Isuzu MU-X LS-M (4X4),USED,Automatic,3,4,4WD,Diesel,8.1,35808,"Orange, NSW",NSW,SUV,47990
Toyota,2021,RAV4,SUV,2021 Toyota RAV4 GX (2WD) Hybrid,USED,Automatic,2.5,4,Front,Hybrid,4.7,54356,"Narre Warren, VIC",VIC,SUV,48990
Porsche,2017,Cayenne,SUV,2017 Porsche Cayenne S Diesel Platinum Edition,USED,Automatic,4.1,8,AWD,Diesel,8,75987,"Fyshwick, ACT",ACT,SUV,99880
Toyota,2007,Corolla,Hatchback,2007 Toyota Corolla Ascent,USED,Automatic,1.8,4,Front,Unleaded,7.7,174693,"Ringwood, VIC",VIC,Hatchback,11990
Holden,2016,Commodore,Sedan,2016 Holden Commodore SS-V Redline,USED,Automatic,6.2,8,Rear,Premium,11.8,131814,"Goulburn, NSW",NSW,Sedan,49830
Volkswagen,2020,Tiguan,SUV,2020 Volkswagen Tiguan Allspace 162 TSI Highline,USED,Automatic,2,4,AWD,Premium,8.3,31233,"Burwood, VIC",VIC,SUV,54888
Hyundai,2017,Tucson,SUV,2017 Hyundai Tucson Active X (fwd),USED,Automatic,2,4,Front,Unleaded,7.9,144502,"Boronia, VIC",VIC,SUV,21900
Mazda,2021,CX-8,SUV,2021 Mazda CX-8 Sport (awd),USED,Automatic,2.2,4,AWD,Diesel,6,16116,"Phillip, ACT",ACT,SUV,42990
Toyota,2020,86,Market City Motors,2020 Toyota 86 GTS Apollo Blue,USED,Automatic,,,Rear,Premium,,72596,"Pakenham, VIC",VIC,Coupe,39990
Mitsubishi,2021,Triton,USED Dealer ad,2021 Mitsubishi Triton GLS,USED,Automatic,,,Other,-,,53711,"Goulburn, NSW",NSW,UTE,47990
Nissan,2014,Qashqai,SUV,2014 Nissan Qashqai TI (4X2),USED,Automatic,2,4,Front,Unleaded,6.9,135436,"Berwick, VIC",VIC,SUV,21990
Hyundai,2017,Accent,Hatchback,2017 Hyundai Accent Sport,USED,Automatic,1.6,4,Front,Unleaded,6.6,60800,"Taree, NSW",NSW,Hatchback,15990
Jeep,2013,Grand,SUV,2013 Jeep Grand Cherokee Limited (4X4),USED,Automatic,3,6,4WD,Diesel,7.5,247271,"Thomastown, VIC",VIC,SUV,15990
Toyota,2013,RAV4,SUV,2013 Toyota RAV4 GX (4X4),USED,Automatic,2.5,4,AWD,Unleaded,8.5,169759,"Taylors Beach, NSW",NSW,SUV,20888
Subaru,2014,Forester,SUV,2014 Subaru Forester 2.5I-S,USED,Automatic,2.5,4,AWD,Unleaded,8.1,158654,"Helensvale, QLD",QLD,SUV,19990
Toyota,2018,C-HR,SUV,2018 Toyota C-HR Koba (2WD),USED,Automatic,1.2,4,Front,Premium,5.5,123803,"Greenway, ACT",ACT,SUV,26910
Nissan,2023,Juke,Burwood Nissan New,2023 Nissan Juke TI,DEMO,Automatic,1,3,Front,Premium,5.8,9,"Burwood, VIC",VIC,SUV,40958
Mazda,2015,CX-3,SUV,2015 Mazda CX-3 S Touring (awd),USED,Automatic,2,4,AWD,Unleaded,6.7,123670,"Thomastown, VIC",VIC,SUV,20990
Holden,2014,Colorado,Ute / Tray,2014 Holden Colorado DX (4X4),USED,Manual,2.8,4,4WD,Diesel,8.1,76700,"Taree, NSW",NSW,UTE,26990
MG,2021,HS,SUV,2021 MG HS Excite,USED,Automatic,1.5,4,Front,Unleaded,7.3,41721,"Narre Warren, VIC",VIC,SUV,27333
Isuzu,2014,MU-X,SUV,2014 Isuzu MU-X LS-T (4X4),USED,Automatic,3,4,4WD,Diesel,8.4,308948,"Goulburn, NSW",NSW,SUV,21970
Volkswagen,2015,Polo,Hatchback,2015 Volkswagen Polo 66 TSI Trendline,USED,Manual,1.2,4,Front,Premium,4.8,111600,"Coburg North, VIC",VIC,Hatchback,12990
Mitsubishi,2008,Outlander,SUV,2008 Mitsubishi Outlander LS,USED,Automatic,2.4,4,4WD,Unleaded,9.3,210153,"Ringwood, VIC",VIC,SUV,11866
Suzuki,2022,Swift,DEMO,2022 Suzuki Swift GL-S,DEMO,Manual,,,Other,-,,4,"Taree, NSW",NSW,Hatchback,27585
Toyota,2015,Kluger,SUV,2015 Toyota Kluger GX (4X2),USED,Automatic,3.5,6,Front,Unleaded,10.2,202855,"Tweed Heads South, NSW",NSW,SUV,21990
Mazda,2017,CX-5,SUV,2017 Mazda CX-5 GT (4X4),USED,Automatic,2.5,4,AWD,Unleaded,7.4,83622,"Goulburn, NSW",NSW,SUV,34970
Renault,2015,Megane,Hatchback,2015 Renault Megane GT-Line,USED,Automatic,1.2,4,Front,Premium,5.6,115296,"Thomastown, VIC",VIC,Hatchback,16490
Mitsubishi,2019,Eclipse,SUV,2019 Mitsubishi Eclipse Cross LS (2WD),USED,Automatic,1.5,4,Front,Unleaded,7.3,47350,"Ashmore, QLD",QLD,SUV,30990
Mazda,2010,3,Hatchback,2010 Mazda 3 NEO,USED,Manual,2,4,Front,Unleaded,7.9,169215,"Southport, QLD",QLD,Hatchback,8990
Subaru,2014,Forester,SUV,2014 Subaru Forester 2.5I Luxury Limited Edition,USED,Automatic,2.5,4,AWD,Unleaded,8.1,197812,"Taree, NSW",NSW,SUV,16990
Hyundai,2014,Veloster,Hatchback,2014 Hyundai Veloster,USED,Automatic,1.6,4,Front,Unleaded,6.4,82501,"Fyshwick, ACT",ACT,Hatchback,17830
Mazda,2010,3,Hatchback,2010 Mazda 3 NEO,USED,Manual,2,4,Front,Unleaded,7.9,159864,"Dandenong, VIC",VIC,Hatchback,9499
Holden,2005,Adventra,SUV,2005 Holden Adventra CX6,USED,Automatic,3.6,6,AWD,Unleaded,0,270714,"Fawkner, VIC",VIC,SUV,8499
Kia,2021,Picanto,Hatchback,2021 Kia Picanto S (PE),USED,Automatic,1.2,4,Front,Unleaded,5.8,11290,"Taree, NSW",NSW,Hatchback,20990
Mercedes-Benz,2019,C300,Sedan,2019 Mercedes-Benz C300,USED,Automatic,2,4,Rear,Premium,7,50245,"Epping, VIC",VIC,Sedan,54868
Toyota,2013,Vellfire,"03 **** ****
",2013 Toyota Vellfire,USED,-,,,Front,Premium,,97416,"Epping, VIC",VIC,People Mover,31000
Honda,2016,CR-V,SUV,2016 Honda CR-V VTI (4X4),USED,Automatic,2.4,4,4WD,Unleaded,8.7,65550,"Tweed Heads South, NSW",NSW,SUV,24990
MG,2020,MG3,Hatchback,2020 MG MG3 Auto Core,USED,Automatic,1.5,4,Front,Premium,6.7,18224,"Greenway, ACT",ACT,Hatchback,15910
Mitsubishi,2018,Outlander,SUV,2018 Mitsubishi Outlander LS 7 Seat (awd),USED,Automatic,2.4,4,AWD,Unleaded,7.2,88687,"Belconnen, ACT",ACT,SUV,27930
Kia,2015,Sportage,SUV,2015 Kia Sportage SI (fwd),USED,Automatic,2,4,Front,Unleaded,8.8,112440,"Ringwood, VIC",VIC,SUV,21577
Toyota,2017,Camry,Sedan,2017 Toyota Camry Atara SX,USED,Automatic,2.5,4,Front,Unleaded,7.8,118993,"Coburg North, VIC",VIC,Sedan,23990
Mitsubishi,2019,Triton,Ute / Tray,2019 Mitsubishi Triton GLS (4X4) Premium,USED,Automatic,2.4,4,4WD,Diesel,7.6,107199,"Taree, NSW",NSW,UTE,43990
Audi,2014,RS,SUV,2014 Audi RS Q3 2.5 Tfsi Quattro,USED,Automatic,2.5,5,AWD,Premium,8.8,25342,"Ashmore, QLD",QLD,SUV,47990
Subaru,2013,XV,SUV,2013 Subaru XV 2.0I,USED,Automatic,2,4,AWD,Unleaded,7.1,93725,"Pakenham, VIC",VIC,SUV,21990
Jeep,2020,Cherokee,Robina USED Frizelle Sunshine Automotive,2020 Jeep Cherokee S-Limited,USED,Automatic,,,Other,Unleaded,,38149,"Robina, QLD",QLD,Wagon,43990
LDV,2022,G10+,Commercial,2022 LDV G10+ Lift Door,USED,Manual,2,4,Rear,Diesel,8.2,14682,"Taree, NSW",NSW,Van,29990
Mazda,2015,3,Hatchback,2015 Mazda 3 Maxx,USED,Automatic,2,4,Front,Unleaded,5.8,34328,"Phillip, ACT",ACT,Hatchback,20900
Volkswagen,2019,Polo,Hatchback,2019 Volkswagen Polo GTI,USED,Automatic,2,4,Front,Premium,6.1,42500,"Dandenong South, VIC",VIC,Hatchback,33990
Subaru,2007,Impreza,Hatchback,2007 Subaru Impreza 2.0I Luxury (awd),USED,Automatic,2,4,AWD,Unleaded,9.3,165205,"Ringwood, VIC",VIC,Hatchback,11990
Mazda,2009,3,Sedan,2009 Mazda 3 Maxx,USED,Manual,2,4,Front,Unleaded,7.9,139471,"Ringwood, VIC",VIC,Sedan,10990
Volkswagen,2022,Tiguan,Manning Valley Automotive - New Cars,2022 Volkswagen Tiguan Allspace 110TSI Life,NEW,Automatic,1.4,4,Front,Premium,7.7,45,"Taree, NSW",NSW,SUV,56858
Toyota,2017,Corolla,Hatchback,2017 Toyota Corolla Ascent,USED,Automatic,1.8,4,Front,Unleaded,6.1,69434,"Coburg North, VIC",VIC,Hatchback,23990
Holden,2018,Commodore,Hatchback,2018 Holden Commodore LT (5YR),USED,Automatic,2,4,Front,Premium,7.4,85908,"Thornbury, VIC",VIC,Hatchback,21950
Mazda,2015,3,Hatchback,2015 Mazda 3 NEO,USED,Automatic,2,4,Front,Unleaded,5.8,149945,"Ringwood, VIC",VIC,Hatchback,16999
Mazda,2023,BT-50,NEW In stock,2023 Mazda BT-50 XTR LE,NEW,Automatic,,,Other,Diesel,,9,"Taree, NSW",NSW,UTE,69885
Mitsubishi,2015,Pajero,SUV,2015 Mitsubishi Pajero Sport GLX (4X4),USED,Automatic,2.4,4,4WD,Diesel,8,114151,"Narre Warren, VIC",VIC,SUV,35990
Peugeot,2018,5008,SUV,2018 Peugeot 5008 GT Line,USED,Automatic,1.6,4,Front,Premium,7.3,51253,"Nunawading, VIC",VIC,SUV,32990
Ford,2020,Transit,Commercial,2020 Ford Transit Custom 320S Sport (swb),USED,Automatic,2,4,Front,Diesel,7.2,48000,"Dandenong South, VIC",VIC,Van,54990
Mazda,2015,3,Hatchback,2015 Mazda 3 SP25 Astina,USED,Automatic,2.5,4,Front,Unleaded,6.1,112425,"Phillip, ACT",ACT,Hatchback,19999
Toyota,2020,Corolla,Hatchback,2020 Toyota Corolla ZR (hybrid),USED,Automatic,1.8,4,Front,Hybrid,4.2,27497,"HEIDELBERG, VIC",VIC,Hatchback,43888
Hyundai,2021,Venue,SUV,2021 Hyundai Venue Elite (black Interior),USED,Automatic,1.6,4,Front,Unleaded,7.2,12057,"Greenway, ACT",ACT,SUV,28435
Toyota,2015,Kluger,SUV,2015 Toyota Kluger GXL (4X2),USED,Automatic,3.5,6,Front,Unleaded,10.2,91885,"Berwick, VIC",VIC,SUV,34999
BMW,2013,320D,Coupe,2013 BMW 320D,USED,Automatic,2,4,Rear,Diesel,5.3,263222,"Labrador, QLD",QLD,Coupe,14999
Mitsubishi,2019,Triton,Ute / Tray,2019 Mitsubishi Triton GLS (4X4),USED,Manual,2.4,4,4WD,Diesel,7.2,33000,"Taree, NSW",NSW,UTE,45890
Holden,2012,Colorado,Ute / Tray,2012 Holden Colorado LTZ (4X4),USED,Automatic,2.8,4,4WD,Diesel,9.1,131412,"Burwood, VIC",VIC,UTE,26890
Holden,2015,Commodore,Sedan,2015 Holden Commodore SV6,USED,Automatic,3.6,6,Rear,Unleaded,9.5,46422,"Berwick, VIC",VIC,Sedan,30999
Mazda,2017,3,Sedan,2017 Mazda 3 SP25,USED,Automatic,2.5,4,Front,Unleaded,6,97611,"Berwick, VIC",VIC,Sedan,23499
Suzuki,2020,Swift,Hatchback,2020 Suzuki Swift GL Navi Plus,USED,Automatic,1.2,4,Front,Unleaded,4.8,10604,"Belconnen, ACT",ACT,Hatchback,22910
Hyundai,2013,IX35,SUV,2013 Hyundai IX35 SE (awd),USED,Automatic,2,4,AWD,Diesel,7.5,69465,"Robina, QLD",QLD,SUV,18990
Toyota,2020,Fortuner,SUV,2020 Toyota Fortuner GXL Premium Interior,USED,Automatic,2.8,4,4WD,Diesel,8.6,75406,"Taree, NSW",NSW,SUV,58990
Toyota,2009,Prius,Hatchback,2009 Toyota Prius Hybrid,USED,Automatic,1.8,4,Front,Hybrid,3.9,133107,"Fawkner, VIC",VIC,Hatchback,18795
Toyota,2006,Estima,UniBee Australia,2006 Toyota Estima Aeras,USED,Automatic,,,Other,Unleaded,,116100,"Dandenong, VIC",VIC,Wagon,15590
Hyundai,2003,Getz,Hatchback,2003 Hyundai Getz GL,USED,Manual,1.5,4,Front,Unleaded,7.8,437121,"Arundel, QLD",QLD,Hatchback,2999
Subaru,2022,Impreza,Hatchback,2022 Subaru Impreza 2.0I-S (awd),USED,Automatic,2,4,AWD,Unleaded,7.2,4815,"Bega, NSW",NSW,Hatchback,33960
Toyota,2018,Camry,Sedan,2018 Toyota Camry Ascent (hybrid),USED,Automatic,2.5,4,Front,Hybrid,4.2,64060,"Nunawading, VIC",VIC,Sedan,37990
Honda,2017,HR-V,SUV,2017 Honda HR-V VTI-L,USED,Automatic,1.8,4,Front,Unleaded,6.9,151250,"Southport, QLD",QLD,SUV,19990
BMW,2018,X3,SUV,2018 BMW X3 Xdrive 30I,USED,Automatic,2,4,4WD,Premium,7.6,59830,"Mulgrave, VIC",VIC,SUV,55990
Mini,2017,Cooper,Hatchback,2017 Mini Cooper S,USED,Automatic,2,4,Front,Premium,5.5,62201,"Phillip, ACT",ACT,Hatchback,32490
Honda,2017,Civic,Hatchback,2017 Honda Civic VTI-S,USED,Automatic,1.8,4,Front,Unleaded,6.4,34519,"Port Macquarie, NSW",NSW,Hatchback,27990
Toyota,2016,Camry,Sedan,2016 Toyota Camry RZ S.e.,USED,Automatic,2.5,4,Front,Unleaded,7.8,120863,"Coburg North, VIC",VIC,Sedan,23990
Hyundai,2020,I30,Hatchback,2020 Hyundai I30 Active,USED,Automatic,2,4,Front,Unleaded,7.4,63997,"Tweed Heads South, NSW",NSW,Hatchback,19990
Nissan,2016,Juke,SUV,2016 Nissan Juke ST (fwd),USED,Automatic,1.6,4,Front,Premium,6.3,62230,"Pakenham, VIC",VIC,SUV,19990
Hyundai,2013,Iload,Commercial,2013 Hyundai Iload,USED,Automatic,2.5,4,Rear,Diesel,8.8,197377,"Coburg North, VIC",VIC,Van,22990
Mitsubishi,2017,Outlander,SUV,2017 Mitsubishi Outlander ES Adas 5 Seat (2WD),USED,Automatic,2.4,4,Front,Unleaded,6.8,40250,"Hallam, VIC",VIC,SUV,28996
Toyota,2019,Corolla,Sedan,2019 Toyota Corolla Ascent Sport + Navigation,USED,Automatic,2,4,Front,Unleaded,6,16566,"Tweed Heads South, NSW",NSW,Sedan,27990
GWM,2023,Tank,DEMO,2023 GWM Tank 300 Ultra,DEMO,Automatic,,,Other,Unleaded,,201,"Port Macquarie, NSW",NSW,SUV,51500
Ford,2022,Ranger,Ute / Tray,2022 Ford Ranger XLT 3.0 (4X4),USED,Automatic,3,6,4WD,Diesel,8.4,14236,"Southport, QLD",QLD,UTE,82987
