Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,CylindersinEngine,DriveType,FuelType,FuelConsumption,Kilometres,Location,States,BodyType,Price
Porsche,2016,Cayman,Coupe,2016 Porsche Cayman GT4,USED,Manual,3.8,6,Rear,Premium,10.3,23481,"Blacktown, NSW",NSW,Coupe,214880
Ford,2007,Territory,SUV,2007 Ford Territory SR (4X4),USED,Automatic,4,6,AWD,Unleaded,12.2,173839,"Penrith, NSW",NSW,SUV,8950
Suzuki,2017,Swift,Alto Volkswagen Used Cars,2017 Suzuki Swift Sport,USED,Automatic,,,Front,Premium,,55794,"Blacktown, NSW",NSW,Hatchback,26280
Nissan,2016,Navara,Ute / Tray,2016 Nissan Navara SL (4X4),USED,Automatic,2.3,4,4WD,Diesel,7,258936,"Blacktown, NSW",NSW,UTE,21290
Toyota,2009,Estima,Nippon Motors,2009 Toyota Estima X (hybrid),USED,Automatic,,,Other,Unleaded,,106208,"Ingleburn, NSW",NSW,Van,22900
Daihatsu,2019,Hijet,"02 **** ****
",2019 Daihatsu Hijet,USED,-,,,Other,-,,19730,"West Ryde, NSW",NSW,Truck,33888
Toyota,2013,RAV4,SUV,2013 Toyota RAV4 Cruiser (4X4),USED,Automatic,2.2,4,AWD,Diesel,6.5,292134,"Bankstown, NSW",NSW,SUV,14995
Toyota,2008,Hilux,Ute / Tray,2008 Toyota Hilux SR5 (4X4),USED,Automatic,3,4,4WD,Diesel,9.5,251000,"Blacktown, NSW",NSW,UTE,21290
Mazda,2014,3,Hatchback,2014 Mazda 3 Maxx,USED,Automatic,2,4,Front,Unleaded,5.8,130242,"Liverpool, NSW",NSW,Hatchback,16388
Hyundai,2021,Venue,SUV,2021 Hyundai Venue Elite ((sunroof),USED,Automatic,1.6,4,Front,Unleaded,7.2,35024,"Castle Hill, NSW",NSW,SUV,26990
BMW,2015,X1,SUV,2015 BMW X1 Xdrive 20D,USED,Automatic,2,4,AWD,Diesel,5.1,44145,"Campbelltown, NSW",NSW,SUV,32000
BMW,2021,330I,Sedan,2021 BMW 330I M Sport,USED,Automatic,2,4,Rear,Premium,6.4,29567,"Sylvania, NSW",NSW,Sedan,67988
Mazda,2007,6,Hatchback,2007 Mazda 6 Classic Sports,USED,Automatic,2.3,4,Front,Premium,8.9,223898,"Punchbowl, NSW",NSW,Hatchback,7600
Hyundai,2013,Veloster,Hatchback,2013 Hyundai Veloster +,USED,Automatic,1.6,4,Front,Unleaded,6.4,155244,"Minchinbury, NSW",NSW,Hatchback,17990
Toyota,2017,Camry,Sedan,2017 Toyota Camry Altise,USED,Automatic,2.5,4,Front,Unleaded,7.9,149988,"Pendle Hill, NSW",NSW,Sedan,19950
Mitsubishi,2011,Lancer,Hatchback,2011 Mitsubishi Lancer ES Sportback,USED,Automatic,2,4,Front,Unleaded,7.3,205373,"Minchinbury, NSW",NSW,Hatchback,9990
BMW,2020,M4,Coupe,2020 BMW M4 Competition,USED,Automatic,3,6,Rear,Premium,8.8,2858,"Sylvania, NSW",NSW,Coupe,129988
Suzuki,2011,Swift,Hatchback,2011 Suzuki Swift GL,USED,Automatic,1.4,4,Front,Unleaded,6.2,201011,"Penrith, NSW",NSW,Hatchback,7999
Ford,2008,Transit,Commercial,2008 Ford Transit,USED,Manual,2.4,4,Rear,Diesel,9.5,305593,"Minchinbury, NSW",NSW,Van,9995
Toyota,2009,Estima,Nippon Motors,2009 Toyota Estima X (hybrid),USED,Automatic,,,Other,Unleaded,,165589,"Ingleburn, NSW",NSW,Van,19900
Peugeot,2017,308,Hatchback,2017 Peugeot 308 Active,USED,Automatic,1.2,3,Front,Premium,5.1,57217,"Homebush, NSW",NSW,Hatchback,16990
Holden,2017,Trax,SUV,2017 Holden Trax LT,USED,Automatic,1.4,4,Front,Unleaded,6.9,83147,"Blacktown, NSW",NSW,SUV,17888
Mitsubishi,2015,Triton,Ute / Tray,2015 Mitsubishi Triton GLX (4X4),USED,Automatic,2.5,4,4WD,Diesel,9.3,204000,"Eastern Creek, NSW",NSW,UTE,18995
Subaru,2013,Forester,SUV,2013 Subaru Forester 2.0I,USED,Manual,2,4,AWD,Unleaded,7.2,122077,"Sylvania, NSW",NSW,SUV,16857
Mazda,2015,CX-3,SUV,2015 Mazda CX-3 S Touring (fwd),USED,Automatic,2,4,Front,Unleaded,6.1,60581,"Castle Hill, NSW",NSW,SUV,22990
Nissan,2010,Navara,Ute / Tray,2010 Nissan Navara RX (4X4),USED,Manual,2.5,4,4WD,Diesel,9.8,259488,"Campbelltown, NSW",NSW,UTE,13950
Holden,2017,Captiva,SUV,2017 Holden Captiva Active 7 Seater,USED,Automatic,2.4,4,Front,Unleaded,9,186954,"Haberfield, NSW",NSW,SUV,12990
Kia,2017,Cerato,Hatchback,2017 Kia Cerato S Premium,USED,Automatic,2,4,Front,Unleaded,7.1,21350,"Blacktown, NSW",NSW,Hatchback,22990
Audi,2016,RS3,Hatchback,2016 Audi RS3 Sportback Quattro,USED,Automatic,2.5,5,AWD,Premium,8.1,47926,"Castle Hill, NSW",NSW,Hatchback,59990
Mitsubishi,2014,Triton,Ute / Tray,2014 Mitsubishi Triton GL,USED,Manual,2.5,4,Rear,Diesel,8,88861,"Mcgraths Hill, NSW",NSW,UTE,21880
Jeep,2007,Grand,SUV,2007 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,3,6,4WD,Diesel,16,199000,"Strathfield, NSW",NSW,SUV,10990
Mercedes-Benz,2018,C200,Sedan,2018 Mercedes-Benz C200,USED,Automatic,2,4,Rear,Hybrid,6.5,72540,"Blacktown, NSW",NSW,Sedan,39990
Toyota,2020,Corolla,Hatchback,2020 Toyota Corolla ZR Hybrid,USED,Automatic,1.8,4,Front,Hybrid,4.2,87043,"Wollongong, NSW",NSW,Hatchback,39990
Ford,2012,Ranger,Ute / Tray,2012 Ford Ranger XLT 3.2 (4X4),USED,Manual,3.2,5,4WD,Diesel,9.4,254121,"Cabramatta, NSW",NSW,UTE,21990
Honda,2008,Civic,Hatchback,2008 Honda Civic Type R,USED,Manual,2,4,Front,Premium,9.3,165450,"Minchinbury, NSW",NSW,Hatchback,18990
Honda,2022,CR-V,SUV,2022 Honda CR-V VTI X (2WD) 5 Seats,USED,Automatic,1.5,4,Front,Unleaded,7.3,15087,"Banksia, NSW",NSW,SUV,39990
Nissan,2013,Navara,Ute / Tray,2013 Nissan Navara ST (4X4),USED,Automatic,2.5,4,4WD,Diesel,10.5,159056,"Campbelltown, NSW",NSW,UTE,21990
Hyundai,2017,Tucson,SUV,2017 Hyundai Tucson Highlander (awd),USED,Automatic,2,4,AWD,Diesel,6.8,97295,"Wollongong, NSW",NSW,SUV,31990
Mazda,2015,CX-5,SUV,2015 Mazda CX-5 Akera (4X4),USED,Automatic,2.5,4,AWD,Unleaded,7.4,83095,"Campbelltown, NSW",NSW,SUV,26990
Toyota,2015,Hiace,Nippon Motors,2015 Toyota Hiace GL,USED,Automatic,,,Rear,Unleaded,,167379,"Ingleburn, NSW",NSW,Van,32900
Isuzu,2017,D-MAX,Ute / Tray,2017 Isuzu D-MAX LS-M HI-Ride (4X4),USED,Automatic,3,4,4WD,Diesel,7.7,192988,"Five Dock, NSW",NSW,UTE,28999
Mercedes-Benz,2014,A200,Hatchback,2014 Mercedes-Benz A200 CDI BE,USED,Automatic,1.8,4,Front,Diesel,4.6,105663,"Campbelltown, NSW",NSW,Hatchback,22500
Toyota,2007,Hiace,Commercial,2007 Toyota Hiace LWB,USED,Manual,2.7,4,Rear,Unleaded,11.6,222603,"Croydon, NSW",NSW,Van,17990
Ford,2020,Puma,SUV,2020 Ford Puma,USED,Automatic,1,3,Front,Premium,5.3,22300,"Smithfield, NSW",NSW,SUV,27800
Mazda,2022,2,Hatchback,2022 Mazda 2 G15 Evolve,USED,Automatic,1.5,4,Front,Unleaded,5.2,11824,"Wollongong, NSW",NSW,Hatchback,29990
Toyota,2007,Corolla,Hatchback,2007 Toyota Corolla Ascent,USED,Automatic,1.8,4,Front,Unleaded,7.7,250318,"Minchinbury, NSW",NSW,Hatchback,10990
Jeep,2016,Grand,SUV,2016 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,3.6,6,4WD,Premium,10.4,39967,"Castle Hill, NSW",NSW,SUV,34800
Hyundai,2020,Tucson,SUV,2020 Hyundai Tucson Active (2WD),USED,Automatic,2,4,Front,Unleaded,7.9,38341,"Granville, NSW",NSW,SUV,28984
Toyota,2020,Camry,Sedan,2020 Toyota Camry Ascent Sport,USED,Automatic,2.5,4,Front,Unleaded,8.3,7528,"Castle Hill, NSW",NSW,Sedan,32990
Honda,2018,City,Sedan,2018 Honda City VTI,USED,Automatic,1.5,4,Front,Unleaded,5.8,94385,"Homebush, NSW",NSW,Sedan,19999
Toyota,2018,C-HR,SUV,2018 Toyota C-HR Koba (awd),USED,Automatic,1.2,4,AWD,Premium,5.6,110047,"Wollongong, NSW",NSW,SUV,29990
Kia,2012,Sorento,SUV,2012 Kia Sorento Platinum (4X4),USED,Automatic,2.2,4,AWD,Diesel,7.4,164189,"Cabramatta, NSW",NSW,SUV,16990
Holden,2013,Cruze,Hatchback,2013 Holden Cruze CD Equipe,USED,Automatic,1.8,4,Front,Unleaded,7.4,106722,"Smithfield, NSW",NSW,Hatchback,10800
Isuzu,2018,MU-X,SUV,2018 Isuzu MU-X LS-U (4X2),USED,Automatic,3,4,Front,Diesel,8.1,72650,"Blacktown, NSW",NSW,SUV,39880
Kia,2015,Cerato,Sedan,2015 Kia Cerato S,USED,Automatic,1.8,4,Front,Unleaded,7.1,123624,"Camden, NSW",NSW,Sedan,14995
Lexus,2014,IS350,Sedan,2014 Lexus IS350 F Sport,USED,Automatic,3.5,6,Rear,Premium,9.7,155620,"Castle Hill, NSW",NSW,Sedan,27990
Mazda,2018,2,Hatchback,2018 Mazda 2 Maxx,USED,Automatic,1.5,4,Front,Unleaded,4.9,53426,"Wollongong, NSW",NSW,Hatchback,22990
Toyota,2009,Corolla,Hatchback,2009 Toyota Corolla Levin ZR,USED,Automatic,1.8,4,Front,Unleaded,7.7,114727,"Minchinbury, NSW",NSW,Hatchback,14995
Toyota,2016,Kluger,SUV,2016 Toyota Kluger GXL (4X4),USED,Automatic,3.5,6,AWD,Unleaded,10.6,98983,"Blacktown, NSW",NSW,SUV,39280
Volkswagen,2007,Golf,Hatchback,2007 Volkswagen Golf GTI,USED,Automatic,2,4,Front,Premium,8.1,160523,"Leichhardt, NSW",NSW,Hatchback,10990
Holden,2015,Commodore,Sedan,2015 Holden Commodore SS-V Redline,USED,Automatic,6,8,Rear,Premium,11.8,96000,"Castle Hill, NSW",NSW,Sedan,47990
Nissan,2016,X-Trail,SUV,2016 Nissan X-Trail ST (fwd),USED,Automatic,2.5,4,Front,Unleaded,7.9,39397,"Penrith, NSW",NSW,SUV,23950
Hyundai,2020,I30,Hatchback,2020 Hyundai I30,USED,Automatic,2,4,Front,Unleaded,7.4,54368,"Campbelltown, NSW",NSW,Hatchback,26990
Holden,2014,Cruze,Hatchback,2014 Holden Cruze Equipe,USED,Automatic,1.8,4,Front,Unleaded,7.4,220683,"Adamstown, NSW",NSW,Hatchback,7990
Mini,2016,Cooper,Exclusive Autohaus,2016 Mini Cooper Cooper S,USED,Manual,,,Other,-,,79008,"Blacktown, NSW",NSW,Hatchback,28999
Toyota,2013,Camry,Sedan,2013 Toyota Camry Atara S,USED,Automatic,2.5,4,Front,Unleaded,7.8,89140,"Five Dock, NSW",NSW,Sedan,17900
Toyota,2013,Corolla,Hatchback,2013 Toyota Corolla Ascent,USED,Automatic,1.8,4,Front,Unleaded,6.6,149974,"Lidcombe, NSW",NSW,Hatchback,16990
Hyundai,2019,I30,Hatchback,2019 Hyundai I30 Active,USED,Automatic,2,4,Front,Unleaded,7.4,44879,"Blacktown, NSW",NSW,Hatchback,26990
Mazda,2016,BT-50,Ute / Tray,2016 Mazda BT-50 XT (4X4),USED,Automatic,3.2,5,4WD,Diesel,9.2,110909,"Cardiff, NSW",NSW,UTE,34913
Toyota,2013,Corolla,Hatchback,2013 Toyota Corolla Ascent,USED,Automatic,1.8,4,Front,Unleaded,6.6,109519,"Castle Hill, NSW",NSW,Hatchback,19990
Kia,2020,Stinger,Sedan,2020 Kia Stinger GT (black Leather),USED,Automatic,3.3,6,Rear,Unleaded,10.2,19372,"Carlton, NSW",NSW,Sedan,55888
Toyota,2015,RAV4,SUV,2015 Toyota RAV4 GXL (4X4),USED,Automatic,2.5,4,AWD,Unleaded,8.5,155198,"Granville, NSW",NSW,SUV,24950
Honda,2012,Jazz,Hatchback,2012 Honda Jazz Vibe,USED,Automatic,1.3,4,Front,Unleaded,6.6,111323,"Kirrawee, NSW",NSW,Hatchback,12800
BMW,2017,430I,Hatchback,2017 BMW 430I Gran Coupe M Sport,USED,Automatic,2,4,Rear,Premium,5.8,79882,"Blacktown, NSW",NSW,Hatchback,41280
Volkswagen,2008,Golf,Hatchback,2008 Volkswagen Golf GTI,USED,Manual,2,4,Front,Premium,8.1,155839,"Minchinbury, NSW",NSW,Hatchback,13990
Subaru,2018,Outback,SUV,2018 Subaru Outback 2.5I Premium,USED,Automatic,2.5,4,AWD,Unleaded,7.3,66805,"Blacktown, NSW",NSW,SUV,33898
Ford,2011,Territory,SUV,2011 Ford Territory TX (rwd),USED,Automatic,2.7,6,Rear,Diesel,8.2,227646,"Cardiff, NSW",NSW,SUV,8913
Kia,2013,RIO,Hatchback,2013 Kia RIO S,USED,Automatic,1.4,4,Front,Unleaded,6.3,88465,"Pennant Hills, NSW",NSW,Hatchback,14888
Holden,2013,Commodore,Sedan,2013 Holden Commodore SV6 Z-Series,USED,Automatic,3.6,6,Rear,Unleaded,9.5,237426,"Minchinbury, NSW",NSW,Sedan,15995
Toyota,1999,Landcruiser,Ute / Tray,1999 Toyota Landcruiser (4X4),USED,Manual,4.2,6,4WD,Diesel,0,41750,"Lidcombe, NSW",NSW,UTE,48999
Toyota,2013,Hilux,Ute / Tray,2013 Toyota Hilux SR,USED,Manual,3,4,Rear,Diesel,8.1,345194,"Blacktown, NSW",NSW,UTE,12990
Toyota,2017,Corolla,Hatchback,2017 Toyota Corolla ZR,USED,Automatic,1.8,4,Front,Unleaded,6.1,130970,"East Maitland, NSW",NSW,Hatchback,23990
Honda,2016,Civic,Sedan,2016 Honda Civic VTI-L,USED,Automatic,1.5,4,Front,Unleaded,6,35612,"Liverpool, NSW",NSW,Sedan,24888
Audi,2013,A3,Hatchback,2013 Audi A3 Sportback 1.8 Tfsi Ambition,USED,Automatic,1.8,4,Front,Premium,6.7,148265,"Leichhardt, NSW",NSW,Hatchback,13999
Hyundai,2018,I30,Hatchback,2018 Hyundai I30 N Line,USED,Automatic,1.6,4,Front,Unleaded,7.1,83494,"Minto, NSW",NSW,Hatchback,27950
Mazda,2012,2,Hatchback,2012 Mazda 2 Genki,USED,Automatic,1.5,4,Front,Unleaded,6.8,85492,"Lidcombe, NSW",NSW,Hatchback,13990
Volkswagen,2013,Tiguan,SUV,2013 Volkswagen Tiguan 155 TSI (4X4),USED,Automatic,2,4,AWD,Premium,8.8,126408,"Cardiff, NSW",NSW,SUV,19999
Renault,2017,Trafic,Commercial,2017 Renault Trafic LWB,USED,Manual,1.6,4,Front,Diesel,6.2,173156,"Granville, NSW",NSW,Van,22950
Peugeot,2013,208,Hatchback,2013 Peugeot 208 GTI,USED,Manual,1.6,4,Front,Premium,5.9,78783,"Granville, NSW",NSW,Hatchback,14990
Land Rover,2020,Evoque,SUV,2020 Land Rover Range Rover Evoque P200 S (147KW),USED,Automatic,2,4,AWD,Premium,8.1,26227,"Rozelle, NSW",NSW,SUV,69800
Honda,2017,HR-V,SUV,2017 Honda HR-V VTI,USED,Automatic,1.8,4,Front,Unleaded,6.6,101821,"Minchinbury, NSW",NSW,SUV,20995
Mitsubishi,2014,Triton,Ute / Tray,2014 Mitsubishi Triton GLX (4X4),USED,Manual,2.5,4,4WD,Diesel,8.1,221872,"Cardiff, NSW",NSW,UTE,14413
Nissan,2015,Pulsar,Sedan,2015 Nissan Pulsar ST,USED,Automatic,1.8,4,Front,Unleaded,6.7,90691,"Liverpool, NSW",NSW,Sedan,14776
Mazda,2018,6,Sedan,2018 Mazda 6 Touring (5YR),USED,Automatic,2.5,4,Front,Unleaded,7,24305,"Arncliffe, NSW",NSW,Sedan,29990
Audi,2007,A4,Sedan,2007 Audi A4 2.0 Tfsi,USED,Automatic,2,4,Front,Premium,8.3,168901,"Petersham, NSW",NSW,Sedan,7950
Honda,2005,Accord,Sedan,2005 Honda Accord VTI,USED,Automatic,2.4,4,Front,Unleaded,9.3,167562,"Lansvale, NSW",NSW,Sedan,7949
Audi,2016,SQ5,SUV,2016 Audi SQ5 3.0 TDI Quattro,USED,Automatic,3,6,AWD,Diesel,6.8,152995,"Five Dock, NSW",NSW,SUV,29999
Toyota,2007,Corolla,Sedan,2007 Toyota Corolla Ascent,USED,Automatic,1.8,4,Front,Unleaded,7.4,236946,"Kirrawee, NSW",NSW,Sedan,8880
Holden,2011,Commodore,Wagon,2011 Holden Commodore SV6,USED,Automatic,3.6,6,Rear,Unleaded,9.8,183580,"Adamstown, NSW",NSW,Wagon,12990
Mercedes-Benz,2005,CLK-Class,Mr Car,2005 Mercedes-Benz CLK-Class C209 Elegance Coupe 2dr Spts Auto 7sp 3.5i Luxury,USED,Automatic,,,Other,Unleaded,,180499,"Rouse Hill, NSW",NSW,Coupe,9999
Nissan,2015,X-Trail,SUV,2015 Nissan X-Trail TL (fwd),USED,Automatic,1.6,4,Front,Diesel,5.3,124882,"Liverpool, NSW",NSW,SUV,19888
Mazda,2005,6,Sedan,2005 Mazda 6 Classic,USED,Automatic,2.3,4,Front,Premium,8.9,247519,"Minto, NSW",NSW,Sedan,5950
Audi,2021,Q3,SUV,2021 Audi Q3 35 Tfsi,USED,Automatic,1.4,4,Front,Premium,7.2,9819,"Jamisontown, NSW",NSW,SUV,51990
Lexus,2004,IS300,Sedan,2004 Lexus IS300 Sports Luxury,USED,Automatic,3,6,Rear,Unleaded,10.5,124230,"Minto, NSW",NSW,Sedan,16000
Mitsubishi,2020,Triton,Ute / Tray,2020 Mitsubishi Triton GLX,USED,Automatic,2.4,4,Rear,Diesel,8.3,43839,"Gateshead, NSW",NSW,UTE,33990
Hyundai,2012,I30,Hatchback,2012 Hyundai I30 Active,USED,Automatic,1.8,4,Front,Unleaded,6.9,106286,"Minchinbury, NSW",NSW,Hatchback,16990
Mercedes-Benz,2011,C-CLASS,USED Dealer ad,2011 Mercedes-Benz C-CLASS W204 Elegance Sedan 4dr Spts Auto 5sp 1.8T Luxury,USED,Automatic,,,Other,Unleaded,,167420,"Rouse Hill, NSW",NSW,Sedan,15999
Toyota,2018,Kluger,SUV,2018 Toyota Kluger GX (4X2),USED,Automatic,3.5,6,Front,Unleaded,9.1,128601,"Blacktown, NSW",NSW,SUV,36888
Subaru,2011,Outback,SUV,2011 Subaru Outback 3.6R Premium,USED,Automatic,3.6,6,AWD,Premium,10.3,91016,"Brookvale, NSW",NSW,SUV,16999
Jaguar,2014,XF,Sedan,2014 Jaguar XF 2.2D Premium Luxury,USED,Automatic,2.2,4,Rear,Diesel,5.2,38821,"Rozelle, NSW",NSW,Sedan,29800
Nissan,2015,X-Trail,SUV,2015 Nissan X-Trail ST-L 7 Seat (fwd),USED,Automatic,2.5,4,Front,Unleaded,7.9,94239,"Minchinbury, NSW",NSW,SUV,22990
Ford,2013,Ranger,Ute / Tray,2013 Ford Ranger XLT 3.2 (4X4),USED,Manual,3.2,5,4WD,Diesel,9.4,167122,"Cardiff, NSW",NSW,UTE,23913
Honda,2004,Accord,Sedan,2004 Honda Accord Euro Luxury,USED,Automatic,2.4,4,Front,Premium,9.4,207966,"Cabramatta, NSW",NSW,Sedan,8990
Ford,2017,Ranger,Ute / Tray,2017 Ford Ranger XL 3.2 (4X4),USED,Manual,3.2,5,4WD,Diesel,8.3,108767,"Mcgraths Hill, NSW",NSW,UTE,29999
Volkswagen,2015,Polo,Hatchback,2015 Volkswagen Polo 81 TSI Comfortline,USED,Automatic,1.2,4,Front,Premium,4.8,39578,"Leichhardt, NSW",NSW,Hatchback,16420
Mazda,2015,2,Hatchback,2015 Mazda 2 Genki,USED,Automatic,1.5,4,Front,Unleaded,4.9,105633,"Brookvale, NSW",NSW,Hatchback,16990
Nissan,2002,Pulsar,Sedan,2002 Nissan Pulsar ST,USED,Automatic,1.8,4,Front,Unleaded,8,169981,"Minchinbury, NSW",NSW,Sedan,7880
Toyota,2017,Hiace,USED Dealer ad,2017 Toyota Hiace,USED,Automatic,,,Other,-,,91702,"Lidcombe, NSW",NSW,Van,38999
Hyundai,2015,Veloster,Hatchback,2015 Hyundai Veloster,USED,Automatic,1.6,4,Front,Unleaded,6.4,138263,"Minchinbury, NSW",NSW,Hatchback,21995
Toyota,2006,Corolla,Hatchback,2006 Toyota Corolla Ascent Seca,USED,Automatic,1.8,4,Front,Unleaded,7.4,238016,"Kurri Kurri, NSW",NSW,Hatchback,5999
Mercedes-Benz,2013,B-Class,Automobile Gallery,2013 Mercedes-Benz B-Class W246 Hatchback 5dr DCT 7sp 1.6T,USED,Automatic,,,Rear,Unleaded,,44441,"Granville, NSW",NSW,Hatchback,18990
Audi,2014,Q3,SUV,2014 Audi Q3 2.0 TDI Quattro (130KW),USED,Automatic,2,4,AWD,Diesel,5.9,73021,"Minchinbury, NSW",NSW,SUV,27995
Holden,2010,Cruze,Sedan,2010 Holden Cruze CDX,USED,Automatic,2,4,Front,Diesel,6.9,106831,"Bankstown, NSW",NSW,Sedan,8995
Hyundai,2012,I30,Hatchback,2012 Hyundai I30 Trophy,USED,Automatic,2,4,Front,Unleaded,7.6,209552,"Minchinbury, NSW",NSW,Hatchback,7995
Mitsubishi,2021,Outlander,SUV,2021 Mitsubishi Outlander ES 5 Seat (awd),USED,Automatic,2.4,4,AWD,Unleaded,7.2,51311,"Ryde, NSW",NSW,SUV,30888
Toyota,2022,Yaris,Hatchback,2022 Toyota Yaris ZR Hybrid,USED,Automatic,1.5,3,Front,Hybrid,3.3,17984,"East Maitland, NSW",NSW,Hatchback,39990
Jeep,2014,Grand,SUV,2014 Jeep Grand Cherokee Limited (4X4),USED,Automatic,3,6,4WD,Diesel,7.5,137763,"Mount Druitt, NSW",NSW,SUV,24990
Honda,2022,CR-V,SUV,2022 Honda CR-V VTI X (2WD) 5 Seats,USED,Automatic,1.5,4,Front,Unleaded,7.3,21532,"Banksia, NSW",NSW,SUV,39990
Land Rover,2015,Discovery,SUV,2015 Land Rover Discovery 4 3.0 SDV6 HSE,USED,Automatic,3,6,4WD,Diesel,8.8,139968,"Castle Hill, NSW",NSW,SUV,54990
MG,2022,ZS,Alto Blacktown MG,2022 MG ZS Excite,DEMO,Automatic,1.5,4,Front,Unleaded,7.1,15,"Blacktown, NSW",NSW,SUV,23690
Mitsubishi,2015,Triton,Ute / Tray,2015 Mitsubishi Triton GLX (4X4),USED,Manual,2.4,4,4WD,Diesel,7.2,154276,"Adamstown, NSW",NSW,UTE,28990
Mercedes-Benz,2009,E500,Sedan,2009 Mercedes-Benz E500 Avantgarde,USED,Automatic,5.5,8,Rear,Premium,11,98170,"Rozelle, NSW",NSW,Sedan,34990
Toyota,2023,Hiace,Nippon Motors,2023 Toyota Hiace Commuter High Roof Super LWB GL,USED,Automatic,,,Rear,Diesel,,90,"Ingleburn, NSW",NSW,Van,79800
Kia,2013,RIO,Hatchback,2013 Kia RIO S,USED,Manual,1.4,4,Front,Unleaded,5.7,131990,"Smeaton Grange, NSW",NSW,Hatchback,11490
Toyota,2019,Corolla,Hatchback,2019 Toyota Corolla Ascent Sport,USED,Automatic,2,4,Front,Unleaded,6,173605,"Sylvania, NSW",NSW,Hatchback,18995
Toyota,2017,Hiace,Commercial,2017 Toyota Hiace LWB,USED,Automatic,3,4,Rear,Diesel,8.7,160331,"Lidcombe, NSW",NSW,Van,34995
Holden,2010,Commodore,Wagon,2010 Holden Commodore Omega,USED,Automatic,3,6,Rear,Unleaded,9.3,203500,"Minchinbury, NSW",NSW,Wagon,7995
Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux SR (4X4),USED,Automatic,2.8,4,4WD,Diesel,8.5,37726,"Cardiff, NSW",NSW,UTE,49913
Mazda,2018,3,Hatchback,2018 Mazda 3 SP25,USED,Automatic,2.5,4,Front,Unleaded,6.1,50304,"Jamisontown, NSW",NSW,Hatchback,23400
BMW,2018,M140I,Hatchback,2018 BMW M140I,USED,Automatic,3,6,Rear,Premium,7.1,59223,"Castle Hill, NSW",NSW,Hatchback,44990
Hyundai,2013,Accent,Sedan,2013 Hyundai Accent Active,USED,Automatic,1.6,4,Front,Unleaded,6.4,103629,"Minchinbury, NSW",NSW,Sedan,12995
Holden,2013,Calais,USED Dealer ad,2013 Holden Calais VF Sedan 4dr Spts Auto 6sp 3.6i,USED,Automatic,,,Rear,Unleaded,,224899,"Minchinbury, NSW",NSW,Sedan,15800
Jeep,2015,Grand,SUV,2015 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,3,6,4WD,Diesel,7.5,92805,"Cardiff, NSW",NSW,SUV,23913
Mercedes-Benz,2005,C200,Sedan,2005 Mercedes-Benz C200 Kompressor Classic,USED,Automatic,1.8,4,Rear,Unleaded,9.5,98800,"Brookvale, NSW",NSW,Sedan,9888
Holden,2009,Commodore,Wagon,2009 Holden Commodore SV6,USED,Automatic,3.6,6,Rear,Unleaded,11,127994,"Sylvania, NSW",NSW,Wagon,13990
Subaru,2015,Impreza,Hatchback,2015 Subaru Impreza 2.0I-S (awd),USED,Automatic,2,4,AWD,Unleaded,6.8,171352,"Homebush, NSW",NSW,Hatchback,15999
Mazda,2015,BT-50,Ute / Tray,2015 Mazda BT-50 XT (4X4),USED,Automatic,3.2,5,4WD,Diesel,9.2,31931,"Smithfield, NSW",NSW,UTE,38800
Suzuki,2011,Swift,Hatchback,2011 Suzuki Swift GL,USED,Automatic,1.4,4,Front,Unleaded,6.2,158817,"Minchinbury, NSW",NSW,Hatchback,11800
Volkswagen,2016,Golf,Hatchback,2016 Volkswagen Golf 92 TSI,USED,Manual,1.4,4,Front,Premium,5.7,89757,"Croydon, NSW",NSW,Hatchback,16990
Mitsubishi,2017,Pajero,Exclusive Autohaus,2017 Mitsubishi Pajero GLX,USED,Automatic,,,Other,-,,151105,"Blacktown, NSW",NSW,Wagon,36999
Mercedes-Benz,2011,E250,Sedan,2011 Mercedes-Benz E250 CGI Avantgarde,USED,Automatic,1.8,4,Rear,Premium,7.6,120209,"Granville, NSW",NSW,Sedan,18990
Holden,2011,Commodore,Wagon,2011 Holden Commodore Omega,USED,Automatic,3,6,Rear,Unleaded,8.9,174239,"Kirrawee, NSW",NSW,Wagon,13800
Toyota,2004,Camry,Sedan,2004 Toyota Camry Sportivo,USED,Automatic,2.4,4,Front,Unleaded,9.5,95362,"Minchinbury, NSW",NSW,Sedan,12995
Toyota,2018,C-HR,SUV,2018 Toyota C-HR Koba (awd),USED,Automatic,1.2,4,AWD,Premium,5.6,67615,"Richmond, NSW",NSW,SUV,32980
Peugeot,2017,308,Hatchback,2017 Peugeot 308 Active,USED,Automatic,1.2,3,Front,Premium,5.1,41522,"Cardiff, NSW",NSW,Hatchback,18777
Audi,2018,Q2,SUV,2018 Audi Q2 1.4 Tfsi Design,USED,Automatic,1.4,4,Front,Premium,5.3,38238,"Rozelle, NSW",NSW,SUV,35800
Kia,2018,Sorento,SUV,2018 Kia Sorento SLI (4X4),USED,Automatic,2.2,4,AWD,Diesel,7.2,157465,"Granville, NSW",NSW,SUV,28950
