Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,States,CylindersinEngine,BodyType,Doors,Seats,Price
Mercedes-Benz,2012.0,2012 Mercedes-Benz C-CLASS W204 BlueEFFICIENCY Avantgarde Sedan 4dr 7G-TRONIC 7sp 1.8T,USED Dealer ad,2012 Mercedes-Benz C-CLASS W204 BlueEFFICIENCY Avantgarde Sedan 4dr 7G-TRONIC 7sp 1.8T,USED,Automatic,-,Other,Unleaded,-,162775,Black / -,"Rouse Hill, NSW",NSW,-,Sedan,,,16999
Toyota,2013.0,2013 Toyota Hiace DX,Nippon Motors,2013 Toyota Hiace DX,USED,Automatic,-,Other,Diesel,-,191173,Silver / Black,"Ingleburn, NSW",NSW,-,Van,,,30900
Subaru,2007.0,2007 Subaru Impreza WRX STI,USED Dealer ad,2007 Subaru Impreza WRX STI,USED,Manual,-,Other,Unleaded,-,146077,Black / Grey/Black,"Smeaton Grange, NSW",NSW,-,Sedan,,,34888
Audi,2014.0,2014 Audi Q7 4.2 TDI Quattro,SUV,2014 Audi Q7 4.2 TDI Quattro,USED,Automatic,"8 cyl, 4.1 L",AWD,Diesel,9.2 L / 100 km,199941,Black / -,"Five Dock, NSW",NSW,8 cyl,SUV, 4 Doors, 7 Seats,28999
Suzuki,2015.0,2015 Suzuki Celerio,Hatchback,2015 Suzuki Celerio,USED,Automatic,"3 cyl, 1 L",Front,Unleaded,4.8 L / 100 km,23316,Blue / -,"Blacktown, NSW",NSW,3 cyl,Hatchback, 5 Doors, 4 Seats,13880
Subaru,2016.0,2016 Subaru Liberty 3.6R,Sedan,2016 Subaru Liberty 3.6R,USED,Automatic,"6 cyl, 3.6 L",AWD,Premium,9.9 L / 100 km,226127,White / -,"Minto, NSW",NSW,6 cyl,Sedan, 4 Doors, 5 Seats,17950
Toyota,2019.0,2019 Toyota C-HR (2WD),SUV,2019 Toyota C-HR (2WD),USED,Manual,"4 cyl, 1.2 L",Front,Premium,5.4 L / 100 km,58185,Yellow / -,"Blacktown, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,33888
Subaru,2021.0,2021 Subaru Forester 2.5I (awd),SUV,2021 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,16136,Silver / -,"Windsor, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,39990
Mazda,2015.0,2015 Mazda CX-3 S Touring (awd),SUV,2015 Mazda CX-3 S Touring (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.7 L / 100 km,31531,White / -,"Penrith, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,23950
Jeep,2018.0,2018 Jeep Grand Cherokee Limited (4X4),SUV,2018 Jeep Grand Cherokee Limited (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,76472,White / Black,"Glebe, NSW",NSW,6 cyl,SUV, 4 Doors, 5 Seats,41950
Hyundai,2018.0,2018 Hyundai I30 Active,Hatchback,2018 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,62719,Silver / Black,"Homebush, NSW",NSW,4 cyl,Hatchback, 4 Doors, 5 Seats,21999
Nissan,2020.0,2020 Nissan X-Trail ST (2WD),SUV,2020 Nissan X-Trail ST (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,52035,Grey / -,"Windsor, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,27990
Honda,2010.0,2010 Honda City VTI,Sedan,2010 Honda City VTI,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.6 L / 100 km,146445,Black / -,"Kogarah, NSW",NSW,4 cyl,Sedan, 4 Doors, 5 Seats,8950
Honda,2020.0,2020 Honda CR-V VTI-L7 (2WD),SUV,2020 Honda CR-V VTI-L7 (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,35214,Grey / Black,"Blacktown, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,37880
Holden,2014.0,2014 Holden Cruze SRI,Hatchback,2014 Holden Cruze SRI,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,7.4 L / 100 km,163000,Red / -,"South Windsor, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,7950
Jeep,2013.0,2013 Jeep Grand Cherokee Laredo (4X2),SUV,2013 Jeep Grand Cherokee Laredo (4X2),USED,Automatic,"6 cyl, 3.6 L",Rear,Premium,10.1 L / 100 km,69001,Grey / Black,"Artarmon, NSW",NSW,6 cyl,SUV, 4 Doors, 5 Seats,24990
Toyota,2007.0,2007 Toyota RAV4 Cruiser L (4X4),SUV,2007 Toyota RAV4 Cruiser L (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,9.6 L / 100 km,106718,Silver / Grey,"Lansvale, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,14999
Holden,2016.0,2016 Holden Commodore Evoke,Sedan,2016 Holden Commodore Evoke,USED,Automatic,"6 cyl, 3 L",Rear,Unleaded,8.3 L / 100 km,59689,Red / Black,"Blacktown, NSW",NSW,6 cyl,Sedan, 4 Doors, 5 Seats,22999
Mercedes-Benz,2010.0,2010 Mercedes-Benz CLC200 Kompressor Evolution +,Coupe,2010 Mercedes-Benz CLC200 Kompressor Evolution +,USED,Automatic,"4 cyl, 1.8 L",Rear,Premium,9 L / 100 km,177834,Silver / -,"Five Dock, NSW",NSW,4 cyl,Coupe, 2 Doors, 4 Seats,7999
Dodge,2012.0,2012 Dodge Journey JC SXT Wagon 4dr Auto 6sp 3.6i 7 St SUV,Mr Car,2012 Dodge Journey JC SXT Wagon 4dr Auto 6sp 3.6i 7 St SUV,USED,Automatic,-,Other,Unleaded,-,147589,White / -,"Rouse Hill, NSW",NSW,-,Wagon,,,10999
Mazda,2013.0,2013 Mazda 6 Atenza,Sedan,2013 Mazda 6 Atenza,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.6 L / 100 km,105767,White / Black,"Homebush, NSW",NSW,4 cyl,Sedan, 4 Doors, 5 Seats,19999
Volkswagen,2018.0,2018 Volkswagen Caddy Maxi VAN TSI220,Commercial,2018 Volkswagen Caddy Maxi VAN TSI220,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,6 L / 100 km,87293,White / -,"Blacktown, NSW",NSW,4 cyl,Van, 3 Doors, 2 Seats,30999
Honda,2013.0,2013 Honda Civic VTI-L,Sedan,2013 Honda Civic VTI-L,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.7 L / 100 km,154347,Silver / -,"Minchinbury, NSW",NSW,4 cyl,Sedan, 4 Doors, 5 Seats,15990
Jeep,2021.0,2021 Jeep Compass Launch Edition,SUV,2021 Jeep Compass Launch Edition,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.9 L / 100 km,20827,White / Black,"Ryde, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,32888
Toyota,2008.0,2008 Toyota Hiace Commuter GL Grand Cabin,Nippon Motors,2008 Toyota Hiace Commuter GL Grand Cabin,USED,Automatic,-,Other,Unleaded,-,112980,White / Black,"Ingleburn, NSW",NSW,-,Van,,,31900
Mazda,2014.0,2014 Mazda CX-9 Classic,Exclusive Autohaus,2014 Mazda CX-9 Classic,USED,Automatic,-,Other,-,-,97745,Blue / Grey,"Blacktown, NSW",NSW,-,Wagon,,,22999
Toyota,2010.0,2010 Toyota Yaris YR,Hatchback,2010 Toyota Yaris YR,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6.5 L / 100 km,147626,White / -,"Minchinbury, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,10995
Jeep,2014.0,2014 Jeep Grand Cherokee Overland (4X4),SUV,2014 Jeep Grand Cherokee Overland (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,114424,Grey / Black,"Castle Hill, NSW",NSW,6 cyl,SUV, 4 Doors, 5 Seats,29990
Mazda,2009.0,2009 Mazda 3 SP25,Hatchback,2009 Mazda 3 SP25,USED,Manual,"4 cyl, 2.5 L",Front,Unleaded,8.6 L / 100 km,153020,Red / -,"Liverpool, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,13950
Ford,2016.0,2016 Ford Ranger XLT 3.2 (4X4),Ute / Tray,2016 Ford Ranger XLT 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,98700,Blue / -,"Five Dock, NSW",NSW,5 cyl,UTE, 4 Doors, 5 Seats,36999
Holden,2011.0,2011 Holden Captiva CG 7 LX Wagon 7st 4dr Spts Auto 6sp 4x4 2.2DT,Automobile Gallery,2011 Holden Captiva CG 7 LX Wagon 7st 4dr Spts Auto 6sp 4x4 2.2DT,USED,Automatic,-,Other,Diesel,-,183924,White / -,"Granville, NSW",NSW,-,Wagon,,,9990
Toyota,2013.0,2013 Toyota 86 GTS,Coupe,2013 Toyota 86 GTS,USED,Automatic,"4 cyl, 2 L",Rear,Premium,7.1 L / 100 km,103706,Orange / Grey,"Croydon, NSW",NSW,4 cyl,Coupe, 2 Doors, 4 Seats,24990
Volkswagen,2013.0,2013 Volkswagen Golf 103 TSI Highline,Hatchback,2013 Volkswagen Golf 103 TSI Highline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.2 L / 100 km,126532,Gold / Black,"Cabramatta, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,13990
Mitsubishi,2013.0,2013 Mitsubishi Lancer LX Sportback,Hatchback,2013 Mitsubishi Lancer LX Sportback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.3 L / 100 km,73421,Grey / Black,"Brookvale, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,16990
Toyota,2009.0,2009 Toyota Camry Ateva,Sedan,2009 Toyota Camry Ateva,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.9 L / 100 km,155135,White / Black,"Minchinbury, NSW",NSW,4 cyl,Sedan, 4 Doors, 5 Seats,10995
Hyundai,2013.0,2013 Hyundai I20 Active,Hatchback,2013 Hyundai I20 Active,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.4 L / 100 km,123330,Grey / Black,"Brookvale, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,12990
Mitsubishi,2014.0,2014 Mitsubishi Lancer GSR Sportback,Hatchback,2014 Mitsubishi Lancer GSR Sportback,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.9 L / 100 km,44249,Silver / Black,"Arncliffe, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,18990
Mazda,2018.0,2018 Mazda 2 Maxx,Hatchback,2018 Mazda 2 Maxx,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,4.9 L / 100 km,27100,Silver / Cloth,"Darlinghurst, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,23999
Mazda,2009.0,2009 Mazda 3 Maxx Sport,Hatchback,2009 Mazda 3 Maxx Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2 L / 100 km,70661,White / -,"Minchinbury, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,14995
Mitsubishi,2014.0,2014 Mitsubishi Triton GLX (4X4),Ute / Tray,2014 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.3 L / 100 km,215100,White / -,"Eastern Creek, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,18995
Volkswagen,2014.0,2014 Volkswagen Golf 90 TSI Comfortline,Hatchback,2014 Volkswagen Golf 90 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.4 L / 100 km,155036,Black / Black,"Castle Hill, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,14990
BMW,2012.0,2012 BMW M135I,Hatchback,2012 BMW M135I,USED,Automatic,"6 cyl, 3 L",Rear,Premium,7.5 L / 100 km,67678,Grey / Black Leather,"Rydalmere, NSW",NSW,6 cyl,Hatchback, 5 Doors, 5 Seats,29950
Holden,2015.0,2015 Holden Commodore SV6 Storm,Wagon,2015 Holden Commodore SV6 Storm,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.8 L / 100 km,133934,White / Black,"Homebush, NSW",NSW,6 cyl,Wagon, 4 Doors, 5 Seats,22999
Volkswagen,2008.0,2008 Volkswagen Golf GTI,Hatchback,2008 Volkswagen Golf GTI,USED,Automatic,"4 cyl, 2 L",Front,Premium,8 L / 100 km,174915,Silver / -,"Cabramatta, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,14990
Holden,2014.0,2014 Holden Cruze Equipe,Sedan,2014 Holden Cruze Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,117000,Silver / -,"Windsor, NSW",NSW,4 cyl,Sedan, 4 Doors, 5 Seats,7888
Hyundai,2018.0,2018 Hyundai Imax Active,Wagon,2018 Hyundai Imax Active,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,8.8 L / 100 km,190176,Grey / Grey,"Cabramatta, NSW",NSW,4 cyl,Wagon, 4 Doors, 8 Seats,27990
Mitsubishi,2013.0,2013 Mitsubishi Triton GLX (4X4),Ute / Tray,2013 Mitsubishi Triton GLX (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.1 L / 100 km,231675,White / -,"Smithfield, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,19800
BMW,2021.0,2021 BMW 330I M Sport,Sedan,2021 BMW 330I M Sport,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.4 L / 100 km,23332,Black / -,"Sylvania, NSW",NSW,4 cyl,Sedan, 4 Doors, 5 Seats,67988
Volkswagen,2018.0,2018 Volkswagen Golf 110 TSI Comfortline,Wagon,2018 Volkswagen Golf 110 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.6 L / 100 km,130647,White / Black,"Blacktown, NSW",NSW,4 cyl,Wagon, 4 Doors, 5 Seats,21880
Audi,2019.0,2019 Audi Q3 35 Tfsi S Tronic,SUV,2019 Audi Q3 35 Tfsi S Tronic,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,7.2 L / 100 km,47307,White / Black,"Carlton, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,41888
Nissan,2005.0,2005 Nissan Elgrand Highway Star,Nippon Motors,2005 Nissan Elgrand Highway Star,USED,Automatic,-,Other,Unleaded,-,69619,Black / Black,"Ingleburn, NSW",NSW,-,Van,,,17900
Toyota,2009.0,2009 Toyota Estima X (hybrid),Nippon Motors,2009 Toyota Estima X (hybrid),USED,Automatic,-,Other,Unleaded,-,128647,Silver / Beige,"Ingleburn, NSW",NSW,-,Van,,,18900
Subaru,2016.0,2016 Subaru Outback 2.5I Premium,SUV,2016 Subaru Outback 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,7.3 L / 100 km,74983,Silver / Black,"North Narrabeen, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,29990
Mazda,2007.0,2007 Mazda 6 Classic Sports,Hatchback,2007 Mazda 6 Classic Sports,USED,Manual,"4 cyl, 2.3 L",Front,Premium,8.8 L / 100 km,102496,Black / Grey,"Leichhardt, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,7920
Hyundai,2015.0,2015 Hyundai Accent Active,Hatchback,2015 Hyundai Accent Active,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.4 L / 100 km,84924,Silver / Black,"Homebush, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,14999
Land Rover,2013.0,Discovery,SUV,2013 Land Rover Discovery 4 3.0 TDV6,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,8.8 L / 100 km,159558,White / Black,"Glebe, NSW",NSW,6 cyl,SUV, 4 Doors, 5 Seats,38950
Mercedes-Benz,2014.0,2014 Mercedes-Benz B-Class B200 DCT,CBP Motors,2014 Mercedes-Benz B-Class B200 DCT,USED,Automatic,-,Front,Premium,-,98296,Black / -,"Five Dock, NSW",NSW,-,Hatchback,,,16999
Ford,2013.0,2013 Ford Focus Ambiente,Hatchback,2013 Ford Focus Ambiente,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.6 L / 100 km,67590,Silver / Black,"Leichhardt, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,12990
Kia,2017.0,2017 Kia Sportage GT-Line (awd),SUV,2017 Kia Sportage GT-Line (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,8.5 L / 100 km,65502,White / Black,"Ryde, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,29990
Porsche,2010.0,2010 Porsche Cayenne S,SUV,2010 Porsche Cayenne S,USED,Automatic,"8 cyl, 4.8 L",AWD,Premium,10.5 L / 100 km,193271,White / Black,"Haberfield, NSW",NSW,8 cyl,SUV, 4 Doors, 5 Seats,29990
Porsche,2016.0,2016 Porsche Cayman GT4,Coupe,2016 Porsche Cayman GT4,USED,Manual,"6 cyl, 3.8 L",Rear,Premium,10.3 L / 100 km,23481,White / Black,"Blacktown, NSW",NSW,6 cyl,Coupe, 2 Doors, 2 Seats,214880
Ford,2007.0,2007 Ford Territory SR (4X4),SUV,2007 Ford Territory SR (4X4),USED,Automatic,"6 cyl, 4 L",AWD,Unleaded,12.2 L / 100 km,173839,White / -,"Penrith, NSW",NSW,6 cyl,SUV, 4 Doors, 5 Seats,8950
Suzuki,2017.0,2017 Suzuki Swift Sport,Alto Volkswagen Used Cars,2017 Suzuki Swift Sport,USED,Automatic,-,Front,Premium,-,55794,Yellow / Black,"Blacktown, NSW",NSW,-,Hatchback,,,26280
Nissan,2016.0,2016 Nissan Navara SL (4X4),Ute / Tray,2016 Nissan Navara SL (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7 L / 100 km,258936,White / Black,"Blacktown, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,21290
Toyota,2009.0,2009 Toyota Estima X (hybrid),Nippon Motors,2009 Toyota Estima X (hybrid),USED,Automatic,-,Other,Unleaded,-,106208,Blue / Beige,"Ingleburn, NSW",NSW,-,Van,,,22900
Daihatsu,2019.0,2019 Daihatsu Hijet,"02 **** ****
",2019 Daihatsu Hijet,USED,-,-,Other,-,-,19730,Green / Grey,"West Ryde, NSW",NSW,-,Truck,,,33888
Toyota,2013.0,2013 Toyota RAV4 Cruiser (4X4),SUV,2013 Toyota RAV4 Cruiser (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.5 L / 100 km,292134,Grey / Black Leather,"Bankstown, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,14995
Toyota,2008.0,2008 Toyota Hilux SR5 (4X4),Ute / Tray,2008 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,9.5 L / 100 km,251000,White / Grey,"Blacktown, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,21290
Mazda,2014.0,2014 Mazda 3 Maxx,Hatchback,2014 Mazda 3 Maxx,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,5.8 L / 100 km,130242,Brown / Black,"Liverpool, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,16388
Hyundai,2021.0,2021 Hyundai Venue Elite ((sunroof),SUV,2021 Hyundai Venue Elite ((sunroof),USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.2 L / 100 km,35024,White / Grey,"Castle Hill, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,26990
BMW,2015.0,2015 BMW X1 Xdrive 20D,SUV,2015 BMW X1 Xdrive 20D,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.1 L / 100 km,44145,White / -,"Campbelltown, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,32000
BMW,2021.0,2021 BMW 330I M Sport,Sedan,2021 BMW 330I M Sport,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.4 L / 100 km,29567,Black / -,"Sylvania, NSW",NSW,4 cyl,Sedan, 4 Doors, 5 Seats,67988
Mazda,2007.0,2007 Mazda 6 Classic Sports,Hatchback,2007 Mazda 6 Classic Sports,USED,Automatic,"4 cyl, 2.3 L",Front,Premium,8.9 L / 100 km,223898,Black / -,"Punchbowl, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,7600
Hyundai,2013.0,2013 Hyundai Veloster +,Hatchback,2013 Hyundai Veloster +,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.4 L / 100 km,155244,White / -,"Minchinbury, NSW",NSW,4 cyl,Hatchback, 3 Doors, 4 Seats,17990
Toyota,2017.0,2017 Toyota Camry Altise,Sedan,2017 Toyota Camry Altise,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,149988,Grey / -,"Pendle Hill, NSW",NSW,4 cyl,Sedan, 4 Doors, 5 Seats,19950
Mitsubishi,2011.0,2011 Mitsubishi Lancer ES Sportback,Hatchback,2011 Mitsubishi Lancer ES Sportback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.3 L / 100 km,205373,Red / -,"Minchinbury, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,9990
BMW,2020.0,2020 BMW M4 Competition,Coupe,2020 BMW M4 Competition,USED,Automatic,"6 cyl, 3 L",Rear,Premium,8.8 L / 100 km,2858,White / Black,"Sylvania, NSW",NSW,6 cyl,Coupe, 2 Doors, 4 Seats,129988
Suzuki,2011.0,2011 Suzuki Swift GL,Hatchback,2011 Suzuki Swift GL,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.2 L / 100 km,201011,Grey / Black,"Penrith, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,7999
Ford,2008.0,2008 Ford Transit,Commercial,2008 Ford Transit,USED,Manual,"4 cyl, 2.4 L",Rear,Diesel,9.5 L / 100 km,305593,White / -,"Minchinbury, NSW",NSW,4 cyl,Van, 2 Doors, 3 Seats,9995
Toyota,2009.0,2009 Toyota Estima X (hybrid),Nippon Motors,2009 Toyota Estima X (hybrid),USED,Automatic,-,Other,Unleaded,-,165589,Black / Beige,"Ingleburn, NSW",NSW,-,Van,,,19900
Peugeot,2017.0,2017 Peugeot 308 Active,Hatchback,2017 Peugeot 308 Active,USED,Automatic,"3 cyl, 1.2 L",Front,Premium,5.1 L / 100 km,57217,Silver / Black,"Homebush, NSW",NSW,3 cyl,Hatchback, 5 Doors, 5 Seats,16990
Holden,2017.0,2017 Holden Trax LT,SUV,2017 Holden Trax LT,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.9 L / 100 km,83147,Blue / -,"Blacktown, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,17888
Mitsubishi,2015.0,2015 Mitsubishi Triton GLX (4X4),Ute / Tray,2015 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.3 L / 100 km,204000,White / -,"Eastern Creek, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,18995
Subaru,2013.0,2013 Subaru Forester 2.0I,SUV,2013 Subaru Forester 2.0I,USED,Manual,"4 cyl, 2 L",AWD,Unleaded,7.2 L / 100 km,122077,Red / -,"Sylvania, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,16857
Mazda,2015.0,2015 Mazda CX-3 S Touring (fwd),SUV,2015 Mazda CX-3 S Touring (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.1 L / 100 km,60581,Blue / Black,"Castle Hill, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,22990
Nissan,2010.0,2010 Nissan Navara RX (4X4),Ute / Tray,2010 Nissan Navara RX (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.8 L / 100 km,259488,White / -,"Campbelltown, NSW",NSW,4 cyl,UTE, 2 Doors, 2 Seats,13950
Holden,2017.0,2017 Holden Captiva Active 7 Seater,SUV,2017 Holden Captiva Active 7 Seater,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9 L / 100 km,186954,Grey / -,"Haberfield, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,12990
Kia,2017.0,2017 Kia Cerato S Premium,Hatchback,2017 Kia Cerato S Premium,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.1 L / 100 km,21350,Red / -,"Blacktown, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,22990
Audi,2016.0,2016 Audi RS3 Sportback Quattro,Hatchback,2016 Audi RS3 Sportback Quattro,USED,Automatic,"5 cyl, 2.5 L",AWD,Premium,8.1 L / 100 km,47926,White / Black,"Castle Hill, NSW",NSW,5 cyl,Hatchback, 5 Doors, 5 Seats,59990
Mitsubishi,2014.0,2014 Mitsubishi Triton GL,Ute / Tray,2014 Mitsubishi Triton GL,USED,Manual,"4 cyl, 2.5 L",Rear,Diesel,8 L / 100 km,88861,White / -,"Mcgraths Hill, NSW",NSW,4 cyl,UTE, 2 Doors, 2 Seats,21880
Jeep,2007.0,2007 Jeep Grand Cherokee Laredo (4X4),SUV,2007 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,16 L / 100 km,199000,- / -,"Strathfield, NSW",NSW,6 cyl,SUV, 4 Doors, 5 Seats,10990
Mercedes-Benz,2018.0,2018 Mercedes-Benz C200,Sedan,2018 Mercedes-Benz C200,USED,Automatic,"4 cyl, 2 L",Rear,Hybrid,6.5 L / 100 km,72540,Blue / Black,"Blacktown, NSW",NSW,4 cyl,Sedan, 4 Doors, 4 Seats,39990
Toyota,2020.0,2020 Toyota Corolla ZR Hybrid,Hatchback,2020 Toyota Corolla ZR Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,87043,Blue / -,"Wollongong, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,39990
Ford,2012.0,2012 Ford Ranger XLT 3.2 (4X4),Ute / Tray,2012 Ford Ranger XLT 3.2 (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,9.4 L / 100 km,254121,White / Grey,"Cabramatta, NSW",NSW,5 cyl,UTE, 4 Doors, 5 Seats,21990
Honda,2008.0,2008 Honda Civic Type R,Hatchback,2008 Honda Civic Type R,USED,Manual,"4 cyl, 2 L",Front,Premium,9.3 L / 100 km,165450,Silver / -,"Minchinbury, NSW",NSW,4 cyl,Hatchback, 3 Doors, 4 Seats,18990
Honda,2022.0,2022 Honda CR-V VTI X (2WD) 5 Seats,SUV,2022 Honda CR-V VTI X (2WD) 5 Seats,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,15087,White / -,"Banksia, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,39990
Nissan,2013.0,2013 Nissan Navara ST (4X4),Ute / Tray,2013 Nissan Navara ST (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,10.5 L / 100 km,159056,White / -,"Campbelltown, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,21990
Hyundai,2017.0,2017 Hyundai Tucson Highlander (awd),SUV,2017 Hyundai Tucson Highlander (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.8 L / 100 km,97295,White / -,"Wollongong, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,31990
