Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,States,CylindersinEngine,BodyType,Doors,Seats,Price
Ford,2018.0,2018 Ford Ranger XLS 3.2 (4X4) (5 YR),Ute / Tray,2018 Ford Ranger XLS 3.2 (4X4) (5 YR),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.7 L / 100 km,138989,White / Black,"Rockingham, WA", WA,5 cyl,UTE, 4 Doors, 5 Seats,37990
Mitsubishi,2017.0,2017 Mitsubishi Outlander LS (4X4),SUV,2017 Mitsubishi Outlander LS (4X4),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.5 L / 100 km,89691,Red / Black,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,27990
Mitsubishi,2021.0,2021 Mitsubishi ASX ES (2WD),SUV,2021 Mitsubishi ASX ES (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,50184,Grey / Black Fabric,"Bassendean, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,25290
Ford,2018.0,2018 Ford Ranger XLT 3.2 (4X4),Ute / Tray,2018 Ford Ranger XLT 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.7 L / 100 km,140644,Silver / Black,"Wangara, WA", WA,5 cyl,UTE, 4 Doors, 5 Seats,51990
Volkswagen,2017.0,2017 Volkswagen Amarok V6 TDI 550 Highline,Ute / Tray,2017 Volkswagen Amarok V6 TDI 550 Highline,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.8 L / 100 km,117156,Grey / -,"Welshpool, WA", WA,6 cyl,UTE, 4 Doors, 5 Seats,46999
Volkswagen,2022.0,2022 Volkswagen T-Cross 85TSI Style,SUV,2022 Volkswagen T-Cross 85TSI Style,USED,Automatic,"3 cyl, 1 L",Front,Premium,5.4 L / 100 km,14795,Silver / Black,"Wangara, WA", WA,3 cyl,SUV, 4 Doors, 5 Seats,34990
Toyota,2015.0,2015 Toyota Landcruiser Prado Altitude (4X4),SUV,2015 Toyota Landcruiser Prado Altitude (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.5 L / 100 km,183536,White / -,"Bunbury, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,48990
Holden,2016.0,2016 Holden Colorado LS (4X4),Ute / Tray,2016 Holden Colorado LS (4X4),USED,Manual,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,125168,White / Black,"Rockingham, WA", WA,4 cyl,UTE, 4 Doors, 5 Seats,29490
Holden,2009.0,2009 Holden Epica CDX,Sedan,2009 Holden Epica CDX,USED,Automatic,"6 cyl, 2.5 L",Front,Unleaded,9.3 L / 100 km,202000,Silver / -,"Craigie, WA", WA,6 cyl,Sedan, 4 Doors, 5 Seats,4999
Mazda,2004.0,2004 Mazda Tribute Limited Sport,SUV,2004 Mazda Tribute Limited Sport,USED,Automatic,"6 cyl, 3 L",4WD,Unleaded,13 L / 100 km,235117,Gold / -,"Wangara, WA", WA,6 cyl,SUV, 4 Doors, 5 Seats,4990
Mitsubishi,2012.0,2012 Mitsubishi Challenger 2012 MITSUBISHI CHALLENGER LS PB AUTO 4X4 MY12,3MT True Value Auto,2012 Mitsubishi Challenger 2012 MITSUBISHI CHALLENGER LS PB AUTO 4X4 MY12,USED,Automatic,-,Other,-,-,145727,Silver / -,"Victoria Park, WA", WA,-,Wagon,,,18980
Toyota,2011.0,2011 Toyota Hilux SR5 (4X4),Ute / Tray,2011 Toyota Hilux SR5 (4X4),USED,Automatic,"6 cyl, 4 L",4WD,Unleaded,13 L / 100 km,198324,Grey / Grey,"Wangara, WA", WA,6 cyl,UTE, 4 Doors, 5 Seats,24990
Mitsubishi,2019.0,2019 Mitsubishi Eclipse Cross ES (2WD),SUV,2019 Mitsubishi Eclipse Cross ES (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,46097,Silver / Black,"Cannington, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,29995
Land Rover,2017.0,HSE,SUV,2017 Land Rover Range Rover Sport SDV6 HSE Dynamic,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7 L / 100 km,61204,White / White,"Osborne Park, WA", WA,6 cyl,SUV, 4 Doors, 5 Seats,98888
Holden,2016.0,2016 Holden Malibu CD,Sedan,2016 Holden Malibu CD,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8 L / 100 km,123333,Grey / -,"Wangara, WA", WA,4 cyl,Sedan, 4 Doors, 5 Seats,12990
Hyundai,2023.0,2023 Hyundai I30,DEMO,2023 Hyundai I30,DEMO,Manual,-,Front,Unleaded,-,11,Grey / -,"Morley, WA", WA,-,Hatchback,,,25990
Subaru,2016.0,2016 Subaru Forester 2.5I-L,SUV,2016 Subaru Forester 2.5I-L,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1 L / 100 km,87939,Silver / Black,"Edgewater, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,25998
Kia,2021.0,2021 Kia Sportage S (fwd),SUV,2021 Kia Sportage S (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,60395,White / -,"Canning Vale, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,29480
Hyundai,2021.0,2021 Hyundai I30 N Line,Hatchback,2021 Hyundai I30 N Line,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.1 L / 100 km,22030,Grey / Grey,"Edgewater, WA", WA,4 cyl,Hatchback, 4 Doors, 5 Seats,35984
Hyundai,2018.0,2018 Hyundai Kona Active AWD,SUV,2018 Hyundai Kona Active AWD,USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,6.7 L / 100 km,43000,Black / -,"Victoria Park, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,24999
Mazda,2021.0,2021 Mazda CX-5 Maxx Sport (awd),SUV,2021 Mazda CX-5 Maxx Sport (awd),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6 L / 100 km,29860,Grey / Grey,"Edgewater, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,39978
Ford,2018.0,2018 Ford Ranger Wildtrak 3.2 (4X4),Ute / Tray,2018 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.9 L / 100 km,115822,Silver / Black,"Dudley Park, WA", WA,5 cyl,UTE, 4 Doors, 5 Seats,49900
Mitsubishi,2009.0,2009 Mitsubishi Lancer VR,Sedan,2009 Mitsubishi Lancer VR,USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.7 L / 100 km,232399,Red / -,"Wangara, WA", WA,4 cyl,Sedan, 4 Doors, 5 Seats,5990
Toyota,2023.0,2023 Toyota Landcruiser 70 Series LC79 GXL,Ute / Tray,2023 Toyota Landcruiser 70 Series LC79 GXL,USED,Manual,"8 cyl, 4.5 L",AWD,Diesel,10.7 L / 100 km,250,White / -,"Bentley, WA", WA,8 cyl,UTE, 2 Doors, 2 Seats,125994
Toyota,2002.0,2002 Toyota Corolla Conquest Seca,Hatchback,2002 Toyota Corolla Conquest Seca,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.8 L / 100 km,191225,Silver / -,"Wangara, WA", WA,4 cyl,Hatchback, 5 Doors, 5 Seats,7990
Mercedes-Benz,2021.0,2021 Mercedes-Benz CLA45 S 4Matic+,Sedan,2021 Mercedes-Benz CLA45 S 4Matic+,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.9 L / 100 km,26482,Black / Black,"Bunbury, WA", WA,4 cyl,Sedan, 4 Doors, 5 Seats,117990
Toyota,2015.0,2015 Toyota Landcruiser Prado GXL (4X4),SUV,2015 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.5 L / 100 km,119984,Blue / Black Cloth,"Gosnells, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,48888
Mazda,2015.0,2015 Mazda BT-50 XT (4X2),Ute / Tray,2015 Mazda BT-50 XT (4X2),USED,Manual,"4 cyl, 2.2 L",Rear,Diesel,7.6 L / 100 km,180340,Blue / -,"Wangara, WA", WA,4 cyl,UTE, 2 Doors, 3 Seats,14999
Toyota,2023.0,2023 Toyota Landcruiser 70 Series LC79 Workmate,Ute / Tray,2023 Toyota Landcruiser 70 Series LC79 Workmate,USED,Manual,"8 cyl, 4.5 L",AWD,Diesel,10.7 L / 100 km,50,White / -,"Bentley, WA", WA,8 cyl,UTE, 2 Doors, 2 Seats,123984
Holden,2015.0,2015 Holden Captiva 7 LS Active (fwd),SUV,2015 Holden Captiva 7 LS Active (fwd),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9 L / 100 km,90737,White / Black,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,15990
Honda,2015.0,2015 Honda Accord Sport Hybrid,Sedan,2015 Honda Accord Sport Hybrid,USED,Automatic,"4 cyl, 2 L",Front,Hybrid,4.6 L / 100 km,90800,White / -,"Osborne Park, WA", WA,4 cyl,Sedan, 4 Doors, 5 Seats,27990
Holden,2014.0,2014 Holden Captiva CG 7 LTZ Wagon 7st 5dr Spts Auto 6sp AWD 3.0i [MY14],Madman motors,2014 Holden Captiva CG 7 LTZ Wagon 7st 5dr Spts Auto 6sp AWD 3.0i [MY14],USED,Automatic,-,Other,-,-,175349,Black / -,"Wangara, WA", WA,-,Wagon,,,14990
Mazda,2022.0,2022 Mazda CX-30 G20 Touring Vision (fwd),SUV,2022 Mazda CX-30 G20 Touring Vision (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.5 L / 100 km,3766,Red / Black,"Palmyra, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,36990
Audi,2018.0,2018 Audi A5 2.0 Tfsi Quattro S Tronic Sprt,Hatchback,2018 Audi A5 2.0 Tfsi Quattro S Tronic Sprt,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.5 L / 100 km,78864,White / -,"Bentley, WA", WA,4 cyl,Hatchback, 5 Doors, 4 Seats,44991
Mitsubishi,2015.0,2015 Mitsubishi Triton GL,Ute / Tray,2015 Mitsubishi Triton GL,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,10.9 L / 100 km,251548,White / -,"Wangara, WA", WA,4 cyl,UTE, 2 Doors, 2 Seats,10990
Land Rover,2012.0,Sport,SUV,2012 Land Rover Range Rover Sport 3.0 SDV6,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,9.2 L / 100 km,159768,Black / -,"Osborne Park, WA", WA,6 cyl,SUV, 4 Doors, 5 Seats,39990
Hyundai,2019.0,2019 Hyundai I30 GO,Hatchback,2019 Hyundai I30 GO,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,70764,White / Black,"Edgewater, WA", WA,4 cyl,Hatchback, 4 Doors, 5 Seats,19990
Nissan,2016.0,2016 Nissan Patrol ST (4X4),SUV,2016 Nissan Patrol ST (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,11.8 L / 100 km,91290,White / -,"Bunbury, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,51990
Holden,2008.0,2008 Holden Rodeo RA LX Cab Chassis Crew Cab 4dr Man 5sp 4x4 3.0DT,Easy Wholesale,2008 Holden Rodeo RA LX Cab Chassis Crew Cab 4dr Man 5sp 4x4 3.0DT,USED,Manual,-,Other,Diesel,-,266342,Silver / -,"Wangara, WA", WA,-,UTE,,,14999
Jaguar,2014.0,2014 Jaguar F-Type V6,Coupe,2014 Jaguar F-Type V6,USED,Automatic,"6 cyl, 3 L",Rear,Premium,8.8 L / 100 km,22063,Grey / -,"Bayswater, WA", WA,6 cyl,Coupe, 2 Doors, 2 Seats,89990
Ford,2014.0,2014 Ford Ranger XLT 3.2 (4X4),Ute / Tray,2014 Ford Ranger XLT 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,213031,Blue / Grey,"Wangara, WA", WA,5 cyl,UTE, 4 Doors, 5 Seats,26990
Daihatsu,2022.0,2022 Daihatsu Hijet,Westside Auto Wholesale,2022 Daihatsu Hijet,USED,Manual,-,Other,Unleaded,-,29,Green / -,"Bentley, WA", WA,-,Truck,,,28988
Suzuki,2021.0,2021 Suzuki Baleno GL,Hatchback,2021 Suzuki Baleno GL,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.4 L / 100 km,40262,White / Grey,"Edgewater, WA", WA,4 cyl,Hatchback, 4 Doors, 5 Seats,19998
Land Rover,2011.0,Discovery,3MT True Value Auto,2011 Land Rover Discovery Series 4 SDV6 HSE Wagon 7st 4dr CommandShift 6sp 4x4 3.0DTT,USED,Automatic,-,Other,-,-,222071,Black / -,"Victoria Park, WA", WA,-,Wagon,,,28980
Kia,2020.0,2020 Kia Cerato S,Hatchback,2020 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,60153,Grey / Black,"Edgewater, WA", WA,4 cyl,Hatchback, 5 Doors, 5 Seats,21997
HSV,2012.0,2012 HSV Senator Signature,Sedan,2012 HSV Senator Signature,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,13.9 L / 100 km,164900,Black / -,"Myaree, WA", WA,8 cyl,Sedan, 4 Doors, 5 Seats,49990
Mitsubishi,2016.0,2016 Mitsubishi Triton GLS (4X4),Ute / Tray,2016 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,129084,White / Black,"Wangara, WA", WA,4 cyl,UTE, 4 Doors, 5 Seats,31987
Mitsubishi,2016.0,2016 Mitsubishi Pajero Exceed LWB (4X4),SUV,2016 Mitsubishi Pajero Exceed LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,152000,Silver / Black,"Victoria Park, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,38980
Hyundai,2020.0,2020 Hyundai I30 Active,Hatchback,2020 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,60300,Silver / -,"Wangara, WA", WA,4 cyl,Hatchback, 4 Doors, 5 Seats,23999
Holden,2012.0,2012 Holden UTE SV6,Westside Auto Wholesale,2012 Holden UTE SV6,USED,Manual,-,Rear,Unleaded,-,90098,Green / -,"Bentley, WA", WA,-,UTE,,,29490
Toyota,2023.0,2023 Toyota RAV4 Cruiser (2WD) Hybrid,SUV,2023 Toyota RAV4 Cruiser (2WD) Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.8 L / 100 km,100,Black / -,"Morley, WA", WA,4 cyl,SUV, 5 Doors, 5 Seats,67888
Renault,2018.0,2018 Renault Koleos Life (4X2),SUV,2018 Renault Koleos Life (4X2),USED,Automatic,"4 cyl, 2.5 L",Front,Premium,8.1 L / 100 km,54468,Grey / -,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,24999
Nissan,2017.0,2017 Nissan Navara RX (4X4),Ute / Tray,2017 Nissan Navara RX (4X4),USED,Manual,"4 cyl, 2.3 L",4WD,Diesel,6.6 L / 100 km,68725,White / -,"Bentley, WA", WA,4 cyl,UTE, 4 Doors, 5 Seats,32980
Toyota,2017.0,2017 Toyota C-HR Koba (awd),SUV,2017 Toyota C-HR Koba (awd),USED,Automatic,"4 cyl, 1.2 L",AWD,Premium,5.6 L / 100 km,63052,Grey / -,"Busselton, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,34990
Isuzu,2019.0,2019 Isuzu D-MAX X-Rider Limited Edition (4X4),Ute / Tray,2019 Isuzu D-MAX X-Rider Limited Edition (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,7.9 L / 100 km,107108,White / -,"Victoria Park, WA", WA,4 cyl,UTE, 4 Doors, 5 Seats,44990
Jeep,2022.0,2022 Jeep Compass S-Limited (4X4),SUV,2022 Jeep Compass S-Limited (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,7.9 L / 100 km,12818,Silver / -,"Clarkson, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,45990
Mitsubishi,2019.0,2019 Mitsubishi Triton GLS (4X4),Ute / Tray,2019 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,39613,Grey / Black Sports Cloth,"Victoria Park, WA", WA,4 cyl,UTE, 4 Doors, 5 Seats,45999
Mazda,2018.0,2018 Mazda CX-5 Maxx Sport (4X2) (5YR),SUV,2018 Mazda CX-5 Maxx Sport (4X2) (5YR),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9 L / 100 km,95756,Blue / -,"Busselton, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,31990
Toyota,2020.0,2020 Toyota RAV4 Cruiser (2WD) Hybrid,SUV,2020 Toyota RAV4 Cruiser (2WD) Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,17105,Red / Black,"Myaree, WA", WA,4 cyl,SUV, 5 Doors, 5 Seats,54350
Nissan,2022.0,2022 Nissan Navara SL OFF-Road Pack (4X4),Ute / Tray,2022 Nissan Navara SL OFF-Road Pack (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7.9 L / 100 km,22,White / -,"Wangara, WA", WA,4 cyl,UTE, 4 Doors, 5 Seats,52999
Toyota,2017.0,2017 Toyota Landcruiser Prado VX (4X4),SUV,2017 Toyota Landcruiser Prado VX (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,77086,White / -,"Bentley, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,62984
Mitsubishi,2011.0,2011 Mitsubishi Outlander LS 30TH Anniversary (fwd),SUV,2011 Mitsubishi Outlander LS 30TH Anniversary (fwd),USED,Manual,"4 cyl, 2.4 L",Front,Unleaded,9.5 L / 100 km,236856,Silver / -,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,9999
Nissan,2016.0,2016 Nissan Navara RX (4X4),Ute / Tray,2016 Nissan Navara RX (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7.1 L / 100 km,183044,White / -,"Victoria Park, WA", WA,4 cyl,UTE, 4 Doors, 5 Seats,29789
Hyundai,2012.0,2012 Hyundai Veloster,Hatchback,2012 Hyundai Veloster,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6.4 L / 100 km,144100,White / Black,"Wangara, WA", WA,4 cyl,Hatchback, 3 Doors, 4 Seats,13750
Isuzu,2019.0,2019 Isuzu MU-X LS-T (4X4),SUV,2019 Isuzu MU-X LS-T (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,7.9 L / 100 km,83162,Silver / -,"Bentley, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,52988
Mazda,2006.0,2006 Mazda MPV,Wagon,2006 Mazda MPV,USED,Automatic,"6 cyl, 3 L",Front,Unleaded,13 L / 100 km,196082,Silver / -,"Wangara, WA", WA,6 cyl,Wagon, 4 Doors, 7 Seats,6999
Toyota,2022.0,2022 Toyota Fortuner GXL,SUV,2022 Toyota Fortuner GXL,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.6 L / 100 km,5637,White / Black Fabric,"Maddington, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,65888
Toyota,2005.0,2005 Toyota Estima Aeras,Wagon,2005 Toyota Estima Aeras,USED,Automatic,"4 cyl, 2.4 L",Front,-,-,158821,Grey / Grey,"Wangara, WA", WA,4 cyl,Wagon, 4 Doors,,9990
Toyota,2019.0,2019 Toyota Fortuner Crusade,SUV,2019 Toyota Fortuner Crusade,USED,Automatic,"4 cyl, 2.8 L",AWD,Diesel,8.6 L / 100 km,78664,Grey / -,"Bentley, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,55988
Ford,2011.0,2011 Ford Territory Titanium (rwd),SUV,2011 Ford Territory Titanium (rwd),USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,10.6 L / 100 km,145385,White / Black,"Edgewater, WA", WA,6 cyl,SUV, 4 Doors, 7 Seats,16889
Kia,2020.0,2020 Kia Stinger GT (black Leather),Sedan,2020 Kia Stinger GT (black Leather),USED,Automatic,"6 cyl, 3.3 L",Rear,Unleaded,10.2 L / 100 km,25006,Grey / -,"Osborne Park, WA", WA,6 cyl,Sedan, 4 Doors, 5 Seats,56990
Jeep,2011.0,2011 Jeep Cherokee Sport (4X4),SUV,2011 Jeep Cherokee Sport (4X4),USED,Automatic,"6 cyl, 3.7 L",4WD,Unleaded,11.7 L / 100 km,55411,White / Black,"Edgewater, WA", WA,6 cyl,SUV, 4 Doors, 5 Seats,15885
Hyundai,2021.0,2021 Hyundai Palisade (8 Seat),SUV,2021 Hyundai Palisade (8 Seat),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.3 L / 100 km,63616,Grey / -,"Canning Vale, WA", WA,4 cyl,SUV, 4 Doors, 8 Seats,56980
Mercedes-Benz,2001.0,2001 Mercedes-Benz Sprinter,Auto Market WA,2001 Mercedes-Benz Sprinter,USED,Automatic,-,Other,Diesel,-,533849,White / -,"Wangara, WA", WA,-,Van,,,9999
Lexus,2021.0,2021 Lexus NX350 F Sport + EP1 AWD,SUV,2021 Lexus NX350 F Sport + EP1 AWD,USED,Automatic,"4 cyl, 2.4 L",AWD,Premium,8.1 L / 100 km,8309,Grey / -,"Osborne Park, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,83999
Holden,2015.0,2015 Holden Cruze Equipe,Hatchback,2015 Holden Cruze Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,169752,Black / Black,"Wangara, WA", WA,4 cyl,Hatchback, 5 Doors, 5 Seats,10888
Lexus,2021.0,2021 Lexus NX350 F Sport + EP1 AWD,SUV,2021 Lexus NX350 F Sport + EP1 AWD,USED,Automatic,"4 cyl, 2.4 L",AWD,Premium,8.1 L / 100 km,14856,White / -,"Osborne Park, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,81999
Mitsubishi,2018.0,2018 Mitsubishi Outlander ES 7 Seat (awd),SUV,2018 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,76261,Silver / -,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,27999
Mercedes-Benz,2019.0,2019 Mercedes-Benz C300,Coupe,2019 Mercedes-Benz C300,USED,Automatic,"4 cyl, 2 L",Rear,Unleaded,7 L / 100 km,30855,Blue / -,"Bentley, WA", WA,4 cyl,Coupe, 2 Doors, 4 Seats,69988
Suzuki,2010.0,2010 Suzuki Grand Vitara Prestige (4X4),SUV,2010 Suzuki Grand Vitara Prestige (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,9.9 L / 100 km,161744,Grey / -,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,13999
Peugeot,2018.0,2018 Peugeot 3008 GT Line,SUV,2018 Peugeot 3008 GT Line,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,7.3 L / 100 km,45569,Blue / -,"Bentley, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,33988
Lexus,2020.0,2020 Lexus RX450H Sports Luxury Hybrid,SUV,2020 Lexus RX450H Sports Luxury Hybrid,USED,Automatic,"6 cyl, 3.5 L",AWD,Hybrid,5.7 L / 100 km,34661,White / Black,"Osborne Park, WA", WA,6 cyl,SUV, 4 Doors, 5 Seats,89999
Volvo,2003.0,2003 Volvo V40 2.0 SE,Wagon,2003 Volvo V40 2.0 SE,USED,Automatic,"4 cyl, 1.9 L",Front,Unleaded,9.6 L / 100 km,186493,Green / -,"Wangara, WA", WA,4 cyl,Wagon, 4 Doors, 5 Seats,5999
Mercedes-Benz,2018.0,2018 Mercedes-Benz S450 L,Sedan,2018 Mercedes-Benz S450 L,USED,Automatic,"8 cyl, 3 L",Rear,Premium,8.4 L / 100 km,23014,White / -,"Canning Vale, WA", WA,8 cyl,Sedan, 4 Doors, 5 Seats,129980
Mitsubishi,2002.0,2002 Mitsubishi Delica,Auto Market WA,2002 Mitsubishi Delica,USED,Automatic,-,Other,Unleaded,-,244578,Silver / -,"Wangara, WA", WA,-,Wagon,,,14999
Toyota,2020.0,2020 Toyota Landcruiser LC200 GXL (4X4),SUV,2020 Toyota Landcruiser LC200 GXL (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,9.5 L / 100 km,59004,Grey / Grey Fabric,"Midland, WA", WA,8 cyl,SUV, 4 Doors, 8 Seats,109990
Holden,2001.0,2001 Holden Commodore SS,Sedan,2001 Holden Commodore SS,USED,Automatic,"8 cyl, 5.7 L",Rear,Unleaded,13.5 L / 100 km,234384,Red / -,"Wangara, WA", WA,8 cyl,Sedan, 4 Doors, 5 Seats,17990
Tesla,2022.0,2022 Tesla Model 3 Performance,Sedan,2022 Tesla Model 3 Performance,USED,Automatic,0 L,AWD,Electric,0 L / 100 km,6704,Silver / Silver,"Osborne Park, WA", WA,0 L,Sedan, 4 Doors, 5 Seats,86990
Ford,2012.0,2012 Ford Ranger XLT 3.2 HI-Rider (4X2),Ute / Tray,2012 Ford Ranger XLT 3.2 HI-Rider (4X2),USED,Automatic,"5 cyl, 3.2 L",Rear,Diesel,8.9 L / 100 km,235654,Blue / -,"Wangara, WA", WA,5 cyl,UTE, 4 Doors, 5 Seats,17999
Lexus,2022.0,2022 Lexus UX200 F Sport +EP1,Lexus of Perth New,2022 Lexus UX200 F Sport +EP1,DEMO,Automatic,"4 cyl, 2 L",Front,Unleaded,5.8 L / 100 km,5122,Silver / Black,"Osborne Park, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,59999
Ford,2016.0,2016 Ford Mustang Fastback GT 5.0 V8,Coupe,2016 Ford Mustang Fastback GT 5.0 V8,USED,Automatic,"8 cyl, 5 L",Rear,Premium,12.6 L / 100 km,32700,Grey / Black,"Myaree, WA", WA,8 cyl,Coupe, 2 Doors, 4 Seats,59990
Holden,2016.0,2016 Holden Trax LS,SUV,2016 Holden Trax LS,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.6 L / 100 km,110359,Grey / Black,"Edgewater, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,14998
Lexus,2020.0,2020 Lexus LX450D,SUV,2020 Lexus LX450D,USED,Automatic,"8 cyl, 4.5 L",AWD,Diesel,9.5 L / 100 km,31813,White / Black,"Midland, WA", WA,8 cyl,SUV, 4 Doors, 5 Seats,126990
Ford,2003.0,2003 Ford Falcon XR8,Ute / Tray,2003 Ford Falcon XR8,USED,Manual,"8 cyl, 5.4 L",Rear,Unleaded,12.5 L / 100 km,235952,Blue / Black,"Wangara, WA", WA,8 cyl,UTE, 2 Doors, 2 Seats,20990
Toyota,2022.0,2022 Toyota Landcruiser LC300 GXL (4X4),SUV,2022 Toyota Landcruiser LC300 GXL (4X4),USED,Automatic,"6 cyl, 3.3 L",4WD,Diesel,8.9 L / 100 km,17629,Grey / Black Fabric,"Midland, WA", WA,6 cyl,SUV, 4 Doors, 7 Seats,115990
Toyota,2004.0,2004 Toyota Landcruiser Prado GXL (4X4),SUV,2004 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,12.6 L / 100 km,340058,White / Black,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 8 Seats,18990
